Name	Length	EffectiveLength	TPM	NumReads
FBtr0070476	2745	2571.395	0.521970	10.321
FBtr0070470	3110	2936.395	1.833194	41.394
FBtr0331751	4750	4576.395	1.207845	42.506
FBtr0070469	4244	4070.395	12.012125	375.986
FBtr0070467	2929	2755.395	0.599041	12.693
FBtr0331753	5004	4830.395	0.639815	23.766
FBtr0070466	2847	2673.395	2.482579	51.037
FBtr0070473	3091	2917.395	2.613932	58.642
FBtr0076265	1575	1401.395	47.789159	514.998
FBtr0331935	1030	856.395	0.174299	1.148
FBtr0088237	816	642.630	97.912035	483.852
FBtr0081705	1363	1189.395	0.000000	0.000
FBtr0088524	1299	1125.395	87.011005	753.000
FBtr0074540	843	669.609	26.800446	138.000
FBtr0074494	1357	1183.395	0.659334	6.000
FBtr0085714	3349	3175.395	103.555285	2528.633
FBtr0085713	3440	3266.395	866.803669	21772.344
FBtr0076256	334	160.911	1.616321	2.000
FBtr0339552	1718	1544.395	12.332423	146.461
FBtr0078950	1533	1359.395	28.367435	296.539
FBtr0070990	1321	1147.395	1.329394	11.730
FBtr0100409	805	631.634	1.537485	7.468
FBtr0343330	706	532.673	107.134872	438.841
FBtr0304902	1617	1443.395	0.000000	0.000
FBtr0304901	2286	2112.395	0.061561	1.000
FBtr0078872	1228	1054.395	0.000000	0.000
FBtr0077839	2112	1938.395	13.668672	203.744
FBtr0077837	2331	2157.395	3.195217	53.009
FBtr0077838	2235	2061.395	3.694829	58.569
FBtr0077836	2325	2151.395	18.658213	308.678
FBtr0075133	4018	3844.395	0.588416	17.395
FBtr0332862	2190	2016.395	2.102766	32.605
FBtr0087988	1754	1580.395	164.739934	2002.075
FBtr0087987	1948	1774.395	473.934928	6466.731
FBtr0074688	1633	1459.395	52.305753	587.000
FBtr0086864	3503	3329.395	13.319052	341.000
FBtr0083361	1283	1109.395	0.000000	0.000
FBtr0392904	4164	3990.395	10.295476	315.921
FBtr0084588	2385	2211.395	78.455254	1334.148
FBtr0303161	2639	2465.395	17.343058	328.797
FBtr0079257	1918	1744.395	15.207911	204.000
FBtr0307341	906	732.583	0.058527	0.330
FBtr0084989	527	353.764	0.435977	1.186
FBtr0306309	750	576.654	0.032148	0.143
FBtr0344570	539	365.759	2.438100	6.857
FBtr0078090	1219	1045.395	32.840343	264.000
FBtr0087439	546	372.758	21.978491	63.000
FBtr0070960	2096	1922.395	0.069631	1.029
FBtr0302357	2296	2122.395	0.060919	0.994
FBtr0302356	2428	2254.395	0.056323	0.976
FBtr0340571	3830	3656.395	0.017783	0.500
FBtr0340572	3825	3651.395	0.017807	0.500
FBtr0080267	3305	3131.395	0.000000	0.000
FBtr0077141	787	613.641	0.000000	0.000
FBtr0306593	981	807.536	0.000000	0.000
FBtr0081719	1938	1764.395	80.042056	1086.000
FBtr0071549	1655	1481.395	33.357764	380.000
FBtr0308832	1068	894.395	8.112618	55.796
FBtr0308833	2043	1869.395	26.717587	384.073
FBtr0074921	2263	2089.395	8.846071	142.130
FBtr0073011	1996	1822.395	0.071358	1.000
FBtr0112378	450	276.813	0.000000	0.000
FBtr0342602	1596	1422.395	0.234489	2.565
FBtr0080326	1217	1043.395	92.548355	742.563
FBtr0085405	675	501.684	181.448107	700.000
FBtr0339295	331	157.913	0.000000	0.000
FBtr0300316	205	34.189	0.000000	0.000
FBtr0300904	2130	1956.395	0.033249	0.500
FBtr0081633	2196	2022.395	0.032137	0.500
FBtr0300905	2052	1878.395	0.000000	0.000
FBtr0335279	1234	1060.395	0.302835	2.469
FBtr0335281	1199	1025.395	0.355677	2.805
FBtr0290216	733	559.665	0.013658	0.059
FBtr0335280	740	566.660	0.013686	0.060
FBtr0077120	1711	1537.395	18.679115	220.830
FBtr0081676	887	713.588	0.000000	0.000
FBtr0076639	2093	1919.395	0.271007	4.000
FBtr0079280	1148	974.395	0.000000	0.000
FBtr0304827	5797	5623.395	0.080091	3.463
FBtr0433494	6405	6231.395	0.179801	8.616
FBtr0333832	6581	6407.395	0.106224	5.234
FBtr0433497	5654	5480.395	0.155369	6.548
FBtr0333833	6118	5944.395	0.067756	3.097
FBtr0433496	5848	5674.395	0.078960	3.445
FBtr0304826	8410	8236.395	0.080907	5.124
FBtr0433495	8302	8128.395	0.077991	4.875
FBtr0433493	8251	8077.395	0.078769	4.893
FBtr0300808	2019	1845.395	0.000000	0.000
FBtr0300809	4061	3887.395	0.000000	0.000
FBtr0301700	4064	3890.395	0.000000	0.000
FBtr0072287	5108	4934.395	30.360075	1152.000
FBtr0343633	2816	2642.395	5.242640	106.528
FBtr0074281	2640	2466.395	66.061031	1252.921
FBtr0343632	2730	2556.395	2.237453	43.984
FBtr0074279	3898	3724.395	36.422393	1043.134
FBtr0074280	3895	3721.395	3.206803	91.769
FBtr0072238	1035	861.395	0.000000	0.000
FBtr0308073	1317	1143.395	1.358886	11.948
FBtr0082360	764	590.646	87.421817	397.066
FBtr0082361	1024	850.395	0.150742	0.986
FBtr0079938	1428	1254.395	3.110077	30.000
FBtr0077227	1279	1105.395	169.216429	1438.387
FBtr0091702	1278	1104.395	7.254878	61.613
FBtr0074882	2425	2251.395	15.071633	260.932
FBtr0332153	3588	3414.395	2.529023	66.402
FBtr0310476	2042	1868.395	6.921750	99.449
FBtr0100666	2416	2242.395	7.696668	132.718
FBtr0332726	2033	1859.395	4.382079	62.657
FBtr0080287	1089	915.395	14.640993	103.061
FBtr0309307	5887	5713.395	0.035140	1.544
FBtr0300898	5037	4863.395	0.012196	0.456
FBtr0080024	1050	876.395	8.505626	57.322
FBtr0077389	2263	2089.395	93.981124	1510.000
FBtr0290204	1958	1784.395	0.000000	0.000
FBtr0086689	848	674.606	34.231257	177.578
FBtr0306636	1574	1400.395	12.124934	130.571
FBtr0086687	1472	1298.395	14.892086	148.689
FBtr0086690	2195	2021.395	0.703830	10.940
FBtr0086686	1532	1358.395	0.893873	9.337
FBtr0340359	2225	2051.395	0.975417	15.387
FBtr0301148	981	807.536	77.944866	484.022
FBtr0086684	908	734.581	0.371666	2.099
FBtr0306637	2237	2063.395	1.334913	21.181
FBtr0301149	1514	1340.395	0.698092	7.196
FBtr0086600	1106	932.395	3.237352	23.212
FBtr0331978	1118	944.395	21.176490	153.788
FBtr0078769	621	447.723	4253.388687	14644.000
FBtr0070712	1878	1704.395	0.915578	12.000
FBtr0343263	1108	934.395	0.000000	0.000
FBtr0343264	928	754.578	0.000000	0.000
FBtr0072024	920	746.581	0.000000	0.000
FBtr0113111	979	805.542	0.000000	0.000
FBtr0333452	4664	4490.395	0.280894	9.699
FBtr0333450	3996	3822.395	0.153022	4.498
FBtr0333451	4043	3869.395	0.148991	4.433
FBtr0300831	4092	3918.395	0.145016	4.370
FBtr0076303	1640	1466.395	1.307555	14.744
FBtr0076302	1655	1481.395	1.270547	14.474
FBtr0076301	2049	1875.395	68.702032	990.782
FBtr0077098	1123	949.395	94.261237	688.170
FBtr0070552	1047	873.395	0.297785	2.000
FBtr0075818	1346	1172.395	29.615666	267.000
FBtr0088789	1908	1734.395	5.323467	71.000
FBtr0304960	503	329.779	0.000000	0.000
FBtr0075249	843	669.609	0.194206	1.000
FBtr0084104	1804	1630.395	238.081213	2984.927
FBtr0336911	2177	2003.395	7.805263	120.246
FBtr0088974	1597	1423.395	15.983739	174.952
FBtr0100360	4963	4789.395	0.536680	19.766
FBtr0110880	2920	2746.395	0.100816	2.129
FBtr0334105	2225	2051.395	0.142894	2.254
FBtr0301185	2946	2772.395	0.099195	2.115
FBtr0110881	4262	4088.395	1.581993	49.736
FBtr0336928	1138	964.395	0.121536	0.901
FBtr0072107	995	821.519	0.173917	1.099
FBtr0085786	2956	2782.395	17.547187	375.441
FBtr0085785	3082	2908.395	0.995320	22.260
FBtr0334549	2894	2720.395	2.485555	51.996
FBtr0334550	3020	2846.395	0.699107	15.302
FBtr0340191	4545	4371.395	6.569877	220.848
FBtr0073848	4477	4303.395	61.227303	2026.152
FBtr0078387	3371	3197.395	9.469752	232.836
FBtr0087487	2027	1853.395	15.786969	225.000
FBtr0083735	2688	2514.395	0.145090	2.805
FBtr0332539	2448	2274.395	0.183052	3.202
FBtr0077790	977	803.546	0.000000	0.000
FBtr0331440	941	767.576	0.000000	0.000
FBtr0331439	971	797.552	0.000000	0.000
FBtr0082634	1746	1572.395	20.262296	245.000
FBtr0079612	1320	1146.395	7.775475	68.545
FBtr0087980	1799	1625.395	0.039848	0.498
FBtr0087979	1558	1384.395	0.047149	0.502
FBtr0072044	1063	889.395	0.000000	0.000
FBtr0343206	1072	898.395	0.000000	0.000
FBtr0072043	1160	986.395	0.000000	0.000
FBtr0075225	1132	958.395	0.000000	0.000
FBtr0112489	446	272.816	10.350266	21.714
FBtr0339263	740	566.660	0.086627	0.377
FBtr0301018	2276	2102.395	0.865960	14.000
FBtr0302526	640	466.696	3.901017	14.000
FBtr0100009	3280	3106.395	6.488724	155.000
FBtr0089901	2338	2164.395	0.558294	9.292
FBtr0089902	1803	1629.395	0.365114	4.575
FBtr0300562	2617	2443.395	4.996506	93.881
FBtr0089900	2125	1951.395	0.549296	8.243
FBtr0089904	2355	2181.395	0.701514	11.768
FBtr0301521	2467	2293.395	1.104048	19.471
FBtr0089905	2568	2394.395	0.693634	12.772
FBtr0345390	5214	5040.395	0.781636	30.296
FBtr0331425	3556	3382.395	3.861332	100.433
FBtr0332155	4408	4234.395	3.343165	108.859
FBtr0075014	3541	3367.395	1.715093	44.412
FBtr0078874	603	429.740	0.000000	0.000
FBtr0083452	2975	2801.395	10.035144	216.179
FBtr0302317	2262	2088.395	23.090630	370.821
FBtr0333248	2543	2369.395	0.054430	0.992
FBtr0114524	2411	2237.395	0.058603	1.008
FBtr0273385	6171	5997.395	0.878812	40.530
FBtr0339307	6637	6463.395	0.892120	44.340
FBtr0273384	6439	6265.395	2.680169	129.130
FBtr0082117	3807	3633.395	3.622975	101.226
FBtr0082116	6303	6129.395	1.577538	74.356
FBtr0082118	4671	4497.395	2.585525	89.418
FBtr0085011	1569	1395.395	0.372775	4.000
FBtr0081174	4145	3971.395	0.462499	14.124
FBtr0081175	3934	3760.395	0.589725	17.053
FBtr0303241	4041	3867.395	0.868886	25.840
FBtr0081176	3893	3719.395	0.639671	18.296
FBtr0305129	2997	2823.395	9.324608	202.450
FBtr0339156	2994	2820.395	3.005694	65.188
FBtr0339157	2988	2814.395	1.693913	36.660
FBtr0071784	2049	1875.395	1.056542	15.237
FBtr0071785	1989	1815.395	54.785341	764.806
FBtr0089148	3050	2876.395	1.315449	29.096
FBtr0089147	2773	2599.395	2.126799	42.512
FBtr0089150	2762	2588.395	3.330653	66.294
FBtr0089146	2709	2535.395	4.264511	83.144
FBtr0308247	2614	2440.395	17.408744	326.696
FBtr0089149	2840	2666.395	3.085123	63.258
FBtr0302559	2531	2357.395	0.000000	0.000
FBtr0346506	2597	2423.395	0.000000	0.000
FBtr0302190	3048	2874.395	4.817880	106.492
FBtr0086145	3054	2880.395	5.350308	118.508
FBtr0306281	375	201.893	0.000000	0.000
FBtr0306280	392	218.876	0.000000	0.000
FBtr0306258	4812	4638.395	3.161610	112.770
FBtr0073119	3828	3654.395	80.337061	2257.601
FBtr0073120	4106	3932.395	77.605080	2346.729
FBtr0073118	4763	4589.395	88.801588	3133.949
FBtr0337055	3442	3268.395	15.910310	399.879
FBtr0333895	3491	3317.395	76.957895	1963.207
FBtr0337056	4046	3872.395	3.152160	93.865
FBtr0077442	1411	1237.395	5.359768	51.000
FBtr0076018	1266	1092.395	3.091026	25.966
FBtr0076017	963	789.560	10.217198	62.034
FBtr0339781	3357	3183.395	0.393070	9.622
FBtr0070778	3093	2919.395	0.623100	13.988
FBtr0344824	2804	2630.395	1.848469	37.389
FBtr0345292	830	656.622	13.805729	69.709
FBtr0070983	837	663.615	24.188852	123.437
FBtr0070982	1100	926.395	1.960385	13.965
FBtr0070981	941	767.576	77.433278	457.051
FBtr0070980	854	680.601	5065.610514	26511.837
FBtr0307300	2919	2745.395	12.882258	271.965
FBtr0113024	3030	2856.395	1.094329	24.037
FBtr0332600	2913	2739.395	0.596109	12.557
FBtr0083414	2815	2641.395	17.503566	355.530
FBtr0337043	3789	3615.395	1.024056	28.470
FBtr0077516	1338	1164.395	0.000000	0.000
FBtr0112524	1274	1100.395	2.599910	22.000
FBtr0089233	3691	3517.395	3.458598	93.549
FBtr0334626	3376	3202.395	1.854993	45.681
FBtr0310651	3526	3352.395	7.051817	181.791
FBtr0089229	3501	3327.395	12.661875	323.980
FBtr0082920	981	807.536	0.000000	0.000
FBtr0077386	1734	1560.395	21.546041	258.534
FBtr0071106	2301	2127.395	0.061127	1.000
FBtr0070937	2201	2027.395	126.763390	1976.278
FBtr0070938	2487	2313.395	59.569851	1059.722
FBtr0070397	1267	1093.395	1.070409	9.000
FBtr0074346	819	645.630	0.000000	0.000
FBtr0071471	1606	1432.395	0.000000	0.000
FBtr0330316	1609	1435.395	0.000000	0.000
FBtr0074918	1253	1079.395	18.731749	155.480
FBtr0072124	2163	1989.395	23.205534	355.000
FBtr0071683	1189	1015.395	79.147579	618.000
FBtr0077403	1061	887.395	0.025315	0.173
FBtr0113021	1089	915.395	0.024887	0.175
FBtr0077402	1231	1057.395	0.182519	1.484
FBtr0077401	1011	837.395	0.026086	0.168
FBtr0300280	1584	1410.395	0.184405	2.000
FBtr0346378	3461	3287.395	0.749461	18.946
FBtr0074809	2896	2722.395	35.477875	742.719
FBtr0335137	3353	3179.395	0.640076	15.649
FBtr0346141	373	199.895	2.474883	3.804
FBtr0085611	272	98.947	14.714041	11.196
FBtr0074029	585	411.746	0.315831	1.000
FBtr0075388	1505	1331.395	0.099608	1.020
FBtr0343534	2295	2121.395	0.075550	1.232
FBtr0086001	1762	1588.395	0.491221	6.000
FBtr0321315	1239	1065.395	0.000000	0.000
FBtr0333037	2846	2672.395	1.109546	22.801
FBtr0075724	2737	2563.395	2.066774	40.740
FBtr0075723	2084	1910.395	1.392613	20.458
FBtr0342770	3744	3570.395	10.295538	282.671
FBtr0070420	3766	3592.395	70.909886	1958.874
FBtr0342771	3838	3664.395	2.855177	80.455
FBtr0333323	2883	2709.395	0.947680	19.745
FBtr0333322	2930	2756.395	0.915169	19.398
FBtr0074137	2347	2173.395	3.841406	64.201
FBtr0074135	2386	2212.395	46.767788	795.656
FBtr0308136	1697	1523.395	0.040083	0.470
FBtr0080237	698	524.677	0.000000	0.000
FBtr0300638	3446	3272.395	0.000000	0.000
FBtr0073729	466	292.806	66.605916	149.971
FBtr0084836	743	569.657	28.078645	123.000
FBtr0082430	1248	1074.395	1.740538	14.380
FBtr0335211	1142	968.395	26.134776	194.620
FBtr0076857	1307	1133.395	1.032632	9.000
FBtr0300424	902	728.585	1.249401	7.000
FBtr0083860	1793	1619.395	5.291162	65.890
FBtr0302327	1744	1570.395	136.773072	1651.678
FBtr0083861	1877	1703.395	10.721019	140.432
FBtr0083086	1479	1305.395	22.655118	227.418
FBtr0334589	2552	2378.395	2.054872	37.582
FBtr0091874	595	421.743	0.110847	0.359
FBtr0073935	992	818.522	0.000000	0.000
FBtr0073300	818	644.630	0.000000	0.000
FBtr0073299	2460	2286.395	0.000000	0.000
FBtr0088841	1522	1348.395	2.120755	21.990
FBtr0088842	1468	1294.395	61.252817	609.689
FBtr0345599	2094	1920.395	0.014251	0.210
FBtr0070422	1749	1575.395	0.016740	0.203
FBtr0342772	681	507.679	0.471448	1.841
FBtr0070421	1547	1373.395	0.357289	3.773
FBtr0333023	2495	2321.395	0.051383	0.917
FBtr0075579	1678	1504.395	0.093596	1.083
FBtr0072248	2815	2641.395	0.016399	0.333
FBtr0345620	2931	2757.395	0.015750	0.334
FBtr0072247	2800	2626.395	0.016486	0.333
FBtr0072253	1306	1132.395	0.473887	4.127
FBtr0343432	1090	916.395	34.504266	243.148
FBtr0073127	1478	1304.395	0.149045	1.495
FBtr0073128	1471	1297.395	0.150851	1.505
FBtr0079458	1541	1367.395	0.000000	0.000
FBtr0079460	1595	1421.395	0.914891	10.000
FBtr0079462	1526	1352.395	0.000000	0.000
FBtr0079461	1505	1331.395	0.097674	1.000
FBtr0079459	1585	1411.395	0.829236	9.000
FBtr0081997	1156	982.395	25.688414	194.061
FBtr0081996	1257	1083.395	1.227809	10.229
FBtr0336761	1233	1059.395	13.958000	113.710
FBtr0336637	3026	2852.395	0.025222	0.553
FBtr0300693	1964	1790.395	0.012974	0.179
FBtr0336636	3290	3116.395	0.023021	0.552
FBtr0071797	3770	3596.395	0.019874	0.550
FBtr0336638	1523	1349.395	0.016078	0.167
FBtr0087382	5033	4859.395	34.063171	1272.867
FBtr0339998	5235	5061.395	2.596714	101.067
FBtr0301478	2790	2616.395	20.864964	419.794
FBtr0089521	2653	2479.395	8.987724	171.361
FBtr0306351	2221	2047.395	1.796766	28.288
FBtr0306350	2503	2329.395	2.675358	47.923
FBtr0301477	4782	4608.395	1.146626	40.634
FBtr0300224	1562	1388.395	0.041165	0.439
FBtr0114515	1508	1334.395	0.189034	1.940
FBtr0087406	329	155.914	0.000000	0.000
FBtr0072888	2130	1956.395	0.066470	1.000
FBtr0085859	1170	996.395	0.391538	3.000
FBtr0334894	6412	6238.395	42.310003	2029.699
FBtr0084460	6624	6450.395	10.614067	526.482
FBtr0304567	3987	3813.395	9.780920	286.819
FBtr0070907	2510	2336.395	124.865227	2243.384
FBtr0070906	2636	2462.395	0.666289	12.616
FBtr0305911	1961	1787.395	9.740681	133.883
FBtr0289953	2161	1987.395	9.095992	139.011
FBtr0305910	2015	1841.395	3.397297	48.106
FBtr0088312	1656	1482.395	0.238909	2.723
FBtr0088313	2297	2123.395	0.385291	6.291
FBtr0088311	2351	2177.395	0.778830	13.041
FBtr0304592	2591	2417.395	0.481181	8.945
FBtr0088882	1935	1761.395	85.937052	1164.000
FBtr0079894	2382	2208.395	12.979320	220.417
FBtr0331635	2356	2182.395	10.750105	180.410
FBtr0345615	2623	2449.395	4.912219	92.524
FBtr0071338	3399	3225.395	145.821336	3616.760
FBtr0334508	4486	4312.395	0.069488	2.304
FBtr0085746	3506	3332.395	0.105195	2.696
FBtr0085085	1541	1367.395	92.067480	968.091
FBtr0085084	2075	1901.395	0.540943	7.909
FBtr0079304	905	731.584	0.000000	0.000
FBtr0079732	925	751.579	0.000000	0.000
FBtr0071108	3145	2971.395	3.874289	88.525
FBtr0340139	3231	3057.395	2.953504	69.439
FBtr0071107	3426	3252.395	39.850138	996.664
FBtr0340138	4238	4064.395	1.610304	50.329
FBtr0309839	4403	4229.395	1.507258	49.021
FBtr0309836	4378	4204.395	1.643411	53.133
FBtr0309837	3952	3778.395	3.001702	87.215
FBtr0073144	4107	3933.395	145.183080	4391.363
FBtr0309838	4006	3832.395	2.486169	73.268
FBtr0075152	2917	2743.395	25.038715	528.222
FBtr0300092	607	433.738	0.000000	0.000
FBtr0073892	1096	922.395	0.000000	0.000
FBtr0343143	1534	1360.395	0.095591	1.000
FBtr0332630	1663	1489.395	4.814238	55.138
FBtr0332631	1364	1190.395	50.490033	462.181
FBtr0332632	5997	5823.395	10.933863	489.627
FBtr0301268	1587	1413.395	0.552042	6.000
FBtr0085909	2020	1846.395	0.352152	5.000
FBtr0080763	2304	2130.395	26.125696	428.000
FBtr0086733	1297	1123.395	28.129239	243.000
FBtr0087262	852	678.602	178.793156	933.000
FBtr0303232	702	528.676	9.593102	39.000
FBtr0344155	6716	6542.395	10.428875	524.674
FBtr0070316	6065	5891.395	25.344119	1148.183
FBtr0344279	6745	6571.395	0.019789	1.000
FBtr0076133	3030	2856.395	0.091053	2.000
FBtr0082259	2901	2727.395	46.037951	965.561
FBtr0079708	1718	1544.395	13.343464	158.468
FBtr0330181	847	673.607	0.103768	0.538
FBtr0074894	650	476.690	107.610416	394.462
FBtr0082726	2913	2739.395	3.287517	69.253
FBtr0331429	2603	2429.395	1.831315	34.212
FBtr0331428	2948	2774.395	7.852025	167.520
FBtr0082727	2606	2432.395	2.721216	50.899
FBtr0301219	3098	2924.395	2.851119	64.116
FBtr0088166	1239	1065.395	0.000000	0.000
FBtr0310646	1830	1656.395	4.042205	51.487
FBtr0073730	1370	1196.395	189.945938	1747.513
FBtr0079724	633	459.704	9.495775	33.568
FBtr0346454	899	725.586	2.031299	11.334
FBtr0100541	611	437.735	6168.289263	20763.098
FBtr0343865	1567	1393.395	0.217010	2.325
FBtr0079324	1294	1120.395	0.147706	1.273
FBtr0079598	1156	982.395	52.447301	396.210
FBtr0081220	1093	919.395	0.633662	4.480
FBtr0300823	1159	985.395	1.065890	8.077
FBtr0081221	1054	880.395	26.139310	176.965
FBtr0310645	979	805.542	3.876566	24.013
FBtr0081219	1084	910.395	0.780619	5.465
FBtr0075314	465	291.806	62.390419	140.000
FBtr0070136	2103	1929.395	4.587136	68.058
FBtr0070137	2193	2019.395	4.656274	72.306
FBtr0070135	2124	1950.395	11.977186	179.636
FBtr0076688	2391	2217.395	23.325423	397.730
FBtr0346546	2609	2435.395	1.003830	18.799
FBtr0302935	3103	2929.395	9.208265	207.430
FBtr0082329	3115	2941.395	10.105323	228.570
FBtr0344017	5279	5105.395	0.586027	23.007
FBtr0091678	6366	6192.395	7.960684	379.075
FBtr0344016	5395	5221.395	0.651381	26.154
FBtr0342985	4422	4248.395	6.908184	225.686
FBtr0071815	4360	4186.395	16.866007	542.960
FBtr0071816	4190	4016.395	6.253082	193.128
FBtr0071813	4216	4042.395	203.195651	6316.389
FBtr0342986	4124	3950.395	18.170812	551.989
FBtr0071814	4255	4081.395	6.271470	196.831
FBtr0083049	682	508.679	67.490789	264.000
FBtr0079593	751	577.653	0.665240	2.955
FBtr0332415	1011	837.395	5.992494	38.588
FBtr0345640	3934	3760.395	10.003675	289.274
FBtr0077562	3784	3610.395	53.081894	1473.726
FBtr0085387	5031	4857.395	10.189226	380.593
FBtr0085386	4880	4706.395	13.660948	494.407
FBtr0085614	355	181.903	16.881082	23.613
FBtr0303924	5093	4919.395	0.092572	3.502
FBtr0303923	5120	4946.395	0.091966	3.498
FBtr0300811	4420	4246.395	18.558228	606.000
FBtr0340626	2866	2692.395	0.000000	0.000
FBtr0340627	2995	2821.395	0.000000	0.000
FBtr0340628	2870	2696.395	0.000000	0.000
FBtr0087784	1976	1802.395	187.021244	2592.129
FBtr0332882	2246	2072.395	1.283804	20.459
FBtr0339391	1899	1725.395	43.542229	577.717
FBtr0084095	7188	7014.395	1.251829	67.523
FBtr0343807	7002	6828.395	0.455834	23.935
FBtr0343805	4551	4377.395	4.392429	147.855
FBtr0343806	4719	4545.395	17.528753	612.687
FBtr0086801	711	537.672	0.569902	2.356
FBtr0344145	6340	6166.395	0.000000	0.000
FBtr0100454	3868	3694.395	0.035200	1.000
FBtr0082255	6557	6383.395	0.010178	0.500
FBtr0082256	4226	4052.395	0.016058	0.500
FBtr0100455	2462	2288.395	0.000000	0.000
FBtr0088783	1907	1733.395	51.512745	686.638
FBtr0301333	1977	1803.395	0.000000	0.000
FBtr0332689	1974	1800.395	0.000000	0.000
FBtr0086107	5316	5142.395	48.224700	1907.000
FBtr0072159	694	520.677	0.499512	2.000
FBtr0076218	2574	2400.395	2.447028	45.169
FBtr0076219	2478	2304.395	51.682416	915.831
FBtr0113346	1241	1067.395	0.365494	3.000
FBtr0100083	570	396.749	0.000000	0.000
FBtr0079765	644	470.692	0.000000	0.000
FBtr0071734	1182	1008.395	0.128960	1.000
FBtr0071191	1056	882.395	9.908514	67.234
FBtr0345988	1286	1112.395	1.375507	11.766
FBtr0071902	1064	890.395	12.061219	82.583
