Name	Length	EffectiveLength	TPM	NumReads
FBgn0015558	4438.64	4256.92	0.664982	25
FBgn0267875	162	16.831	0	0
FBgn0003870	4166.42	3984.7	29.8941	1052
FBgn0053061	1277.9	1096.18	0.103295	1
FBgn0041181	4928	4746.28	0.023857	1
FBgn0039778	933	751.48	0	0
FBgn0014455	1600.81	1419.1	247.99	3108
FBgn0030462	936.667	755.132	0	0
FBgn0051832	762	580.567	0	0
FBgn0000259	1573.69	1392.05	124.193	1526.82
FBgn0261581	717.5	536.082	0	0
FBgn0039271	836	654.539	8.47667	49
FBgn0031463	1194	1012.28	0	0
FBgn0014006	4618.71	4436.99	32.6653	1280
FBgn0037150	1456	1274.28	15.1948	171
FBgn0030294	1628	1446.28	12.8397	164
FBgn0036039	2150.53	1968.81	13.9684	242.876
FBgn0029676	2017.34	1835.63	72.4793	1174.99
FBgn0037475	1444.5	1262.78	0	0
FBgn0052076	1529	1347.28	27.9866	333
FBgn0058354	1400	1218.28	2.85026	30.667
FBgn0033738	3602.56	3420.84	41.4747	1253
FBgn0064126	1580.04	1398.32	46.9161	579.38
FBgn0039115	970	788.439	18.1685	126.509
FBgn0010356	2362	2180.28	20.7217	399
FBgn0051100	2434.88	2253.16	0.100509	2
FBgn0263249	318	136.831	0	0
FBgn0039635	1174.92	993.27	186.729	1638
FBgn0050010	708.595	527.194	4.2956	20
FBgn0034495	1429	1247.28	16.1592	178
FBgn0005617	3840.15	3658.43	28.5674	923
FBgn0030703	1448.26	1266.54	111.037	1242
FBgn0036574	4094.32	3912.6	15.1552	523.676
FBgn0038742	1418	1236.28	82.2477	898
FBgn0003162	1642.04	1460.32	5.81536	75
FBgn0046999	672	490.608	0.230797	1
FBgn0037345	831	649.54	18.6528	107
FBgn0037050	1511.9	1330.18	10.6405	125
FBgn0029783	1121.44	939.725	8.79603	73
FBgn0261269	3722.33	3540.61	5.30879	166
FBgn0264270	2291.47	2109.76	47.1747	878.976
FBgn0259822	5700.65	5518.93	0.022153	1.079
FBgn0034035	1562	1380.28	30.1067	367
FBgn0039270	868	686.501	12.8653	78
FBgn0031626	1990	1808.28	0	0
FBgn0051324	1936.55	1754.83	54.1855	839.757
FBgn0260858	1469	1287.28	51.4573	585
FBgn0031874	1728.72	1547	5.93122	81.035
FBgn0262719	7923.37	7741.65	0.29273	20.014
FBgn0082831	6729.16	6547.45	31.3711	1814
FBgn0259239	3472.09	3290.37	0.103238	3
FBgn0036146	755	573.571	4.73278	23.974
FBgn0035073	3322	3140.28	15.7396	436.514
FBgn0020371	789	607.556	0	0
FBgn0032845	1542.66	1360.94	5.49123	66
FBgn0283651	4406.84	4225.12	0.669985	25
FBgn0267824	2632	2450.28	33.872	732.979
FBgn0069973	900.181	718.665	16.386	104
FBgn0036301	1709	1527.28	17.5709	237
FBgn0265048	4744	4562.28	163.06	6570
FBgn0261057	237.5	57.122	0	0
FBgn0052564	1448	1266.28	0.08942	1
FBgn0030797	1039.41	857.872	14.6156	110.732
FBgn0001296	2185.25	2003.53	4.06912	72
FBgn0259972	1093	911.281	0.152976	1.231
FBgn0053986	871	689.498	0	0
FBgn0032435	2743	2561.28	0.088417	2
FBgn0033905	1134.29	952.574	20.802	175
FBgn0029539	639.555	458.173	0.000299	0.002
FBgn0030502	2962.96	2781.24	73.9426	1816.22
FBgn0032554	1230	1048.37	0	0
FBgn0036410	2288.73	2107.01	0.48366	9
FBgn0025390	6068.87	5887.15	3.77269	196.152
FBgn0038394	1047	865.281	1.06183	8.114
FBgn0029715	1083.41	901.692	69.9458	557
FBgn0034911	6361	6179.28	0.183243	10
FBgn0026063	2066	1884.28	1.09485	18.219
FBgn0032375	787.575	606.135	0.186808	1
FBgn0033665	1878	1696.28	10.4134	156
FBgn0085380	3223	3041.28	0	0
FBgn0037493	813	631.547	0	0
FBgn0053701	315	133.832	0	0
FBgn0032189	1259	1077.28	11.0363	105
FBgn0033726	683	501.607	0	0
FBgn0037526	2192.89	2011.17	7.31399	129.908
FBgn0028902	2092.59	1910.88	0.237024	4
FBgn0050289	1164	982.281	0.115273	1
FBgn0038131	1100	918.281	0	0
FBgn0004910	2728.17	2546.45	0.088932	2
FBgn0037715	1039.99	858.269	19.7894	149.999
FBgn0038151	1571	1389.28	0	0
FBgn0005391	1583.75	1402.03	0.080761	1
FBgn0265416	4441.84	4260.12	0.053608	2.017
FBgn0033115	1377.16	1195.44	16.2916	172
FBgn0029587	2943.12	2761.4	1.30032	31.712
FBgn0034300	5059.08	4877.37	13.9758	602
FBgn0265464	2788	2606.28	6.56025	151
FBgn0036112	761	579.568	0	0
FBgn0262730	8113.29	7931.57	26.4361	1851.79
FBgn0262512	659	477.608	90.09	380
FBgn0015279	4412.89	4231.18	56.68	2118
FBgn0039831	2818	2636.28	67.8149	1578.89
FBgn0261673	1855.32	1673.6	6.83338	101
FBgn0026570	1226.02	1044.3	47.3829	437
FBgn0031574	3462.1	3280.38	8.24971	239
FBgn0036761	1779.88	1598.16	52.713	744
FBgn0085385	5875	5693.28	0.009771	0.491
FBgn0027296	2031.49	1849.77	9.97781	163
FBgn0033259	2863	2681.28	30.0256	711
FBgn0033616	1893	1711.28	9.59426	145
FBgn0030224	1034	852.281	0	0
FBgn0016685	915.997	734.481	358.741	2327
FBgn0003888	2516.66	2334.94	362.127	7467.45
FBgn0025381	2146.3	1964.58	350.618	6083.31
FBgn0052667	368	186.81	1.81838	3
FBgn0031771	1556.44	1374.72	125.524	1523.97
FBgn0042133	1168	986.281	4.82185	42
FBgn0028546	1068.35	886.63	86.8423	680
FBgn0037620	1159	977.281	2.2014	19
FBgn0086710	477.181	295.89	3136.05	8195
FBgn0036028	1427	1245.28	10.5476	116
FBgn0000046	1641.84	1460.12	1.36349	17.583
FBgn0034568	3378.48	3196.77	0.495886	14
FBgn0035464	2240.05	2058.34	51.8203	942
FBgn0032331	1716	1534.28	0.221402	3
FBgn0261380	1356	1174.28	24.8778	258
FBgn0039196	1506	1324.28	0	0
FBgn0051683	1880.12	1698.4	5.1192	76.785
FBgn0011754	2931.13	2749.41	29.0591	705.597
FBgn0003250	1349	1167.28	0.097004	1
FBgn0028872	1850.33	1668.61	0	0
FBgn0003975	3463	3281.28	0.138033	4
FBgn0040751	379	197.805	24.3706	42.573
FBgn0039958	2074.09	1892.37	28.3449	473.714
FBgn0034201	544.48	363.197	0.311762	1
FBgn0032390	842.46	660.997	65.9517	385
FBgn0031144	1958.66	1776.94	45.5615	715
FBgn0037481	943	761.474	22.1562	149
FBgn0033457	1060.01	878.29	24.4952	190
FBgn0037974	1249.6	1067.88	26.1306	246.439
FBgn0038033	1754	1572.28	0.042949	0.596
FBgn0029689	2699	2517.28	12.5048	278
FBgn0036784	2074	1892.28	0	0
FBgn0085458	750	568.572	0	0
FBgn0033787	1111.82	930.105	5.72178	47
FBgn0031955	5710.13	5528.41	0.368669	18
FBgn0054011	1090	908.281	0	0
FBgn0051092	4023.16	3841.44	7.20854	244.556
FBgn0003218	5091.31	4909.59	14.3914	624
FBgn0029687	2568.06	2386.34	79.4561	1674.54
FBgn0033460	4654.36	4472.64	51.5187	2035
FBgn0039664	1341.29	1159.57	9.28605	95.096
FBgn0037802	1114	932.281	6.80152	56
FBgn0014002	2080.18	1898.46	933.831	15656.9
FBgn0051454	1736	1554.28	0.218553	3
FBgn0046886	1227	1045.28	0	0
FBgn0261060	329	147.825	0	0
FBgn0039349	1857.78	1676.07	23.51	348.001
FBgn0036230	922.5	740.982	0	0
FBgn0085599	1023	841.281	13.4793	100.148
FBgn0030292	477	295.709	63.5635	166
FBgn0039132	1032.51	850.87	58.4206	439
FBgn0032790	1215	1033.28	14.1363	129
FBgn0029996	2590.17	2408.45	40.7611	867
FBgn0264830	262	80.876	0	0
FBgn0083972	706	524.602	3.88515	18
FBgn0052221	1606	1424.28	11.7661	148
FBgn0061209	595	413.653	0.075688	0.277
FBgn0019938	5078	4896.28	27.6586	1196
FBgn0029920	757	575.571	0.002845	0.014
FBgn0259728	885	703.49	13.4751	83.719
FBgn0052732	2189	2007.28	16.3429	289.716
FBgn0030164	1289.75	1108.03	0	0
FBgn0033785	1901.62	1719.9	9.17599	139.377
FBgn0250839	1002.19	820.587	0.137987	1.001
FBgn0267887	453	271.728	0.000123	0
FBgn0267365	936	754.478	24.913	166
FBgn0032150	1075.19	893.487	4.81571	37.999
FBgn0035360	1631.15	1449.43	1.49264	19.106
FBgn0035833	3722	3540.28	16.6315	520
FBgn0034849	774.367	592.93	70.6331	369.868
FBgn0035041	2875.1	2693.38	0.336324	8
FBgn0037067	876	694.493	0	0
FBgn0263197	5869.69	5687.97	70.6303	3548
FBgn0033724	652.796	471.403	53.3243	222
FBgn0265201	476	294.71	1.5905	4.14
FBgn0031690	1669.26	1487.54	0.761196	10
FBgn0035009	576	394.657	0	0
FBgn0052601	967	785.442	0	0
FBgn0033996	1957.75	1776.03	18.5528	291
FBgn0034437	2768	2586.28	0.087563	2
FBgn0031247	748	566.573	26.1636	130.915
FBgn0039552	649	467.612	0	0
FBgn0030990	2055.17	1873.45	118.281	1957
FBgn0015925	2002.27	1820.55	34.3943	553
FBgn0029959	1169.66	987.943	31.977	279
FBgn0001276	727	545.591	24.9046	120
FBgn0036277	437	255.743	120.871	273
FBgn0052643	548	366.663	0	0
FBgn0263782	3818	3636.28	11.7083	376
FBgn0035695	4236.34	4054.62	0.055853	2
FBgn0034138	627.223	445.851	3666.5	14437
FBgn0035997	3198.42	3016.7	22.2956	594
FBgn0028541	2463.86	2282.14	71.0005	1431
FBgn0053666	666	484.608	0	0
FBgn0051860	2260.5	2078.78	0	0
FBgn0035312	1183	1001.28	16.8741	149.215
FBgn0036236	1075	893.281	0.127277	1.004
FBgn0259735	6324.89	6143.17	135.934	7374.88
FBgn0037094	3105	2923.28	44.8541	1158
FBgn0051953	715	533.597	3.3172	15.632
FBgn0029523	2309	2127.28	1.25863	23.646
FBgn0035374	1144	962.281	67.5421	574
FBgn0034514	440	258.741	0	0
FBgn0038934	4998.81	4817.09	0.094026	4
FBgn0036360	2534	2352.28	0	0
FBgn0014465	1051.85	870.354	0.130857	1.006
FBgn0038471	1102	920.281	21.1628	172
FBgn0038047	1623	1441.28	4.24238	54
FBgn0064237	1495	1313.28	0.17244	2
FBgn0032036	2398.94	2217.22	258.766	5067
FBgn0038207	740	558.576	0	0
FBgn0259821	4371.37	4189.65	4.5134	167.001
FBgn0032084	1431.76	1250.04	1.90222	21
FBgn0014427	1176	994.281	12.9826	114
FBgn0031257	2617.94	2436.22	55.7272	1199
FBgn0041094	2289.33	2107.61	75.0201	1396.38
FBgn0033988	2216	2034.28	35.512	638
FBgn0001986	3585	3403.28	36.698	1103
FBgn0032078	1985.21	1803.49	295.212	4702
FBgn0038551	1645	1463.28	26.6966	345
FBgn0000808	1967.65	1785.93	6.97418	110
FBgn0036895	3746	3564.28	0.063536	2
FBgn0266455	280	98.86	0	0
FBgn0031575	2409.85	2228.13	13.462	264.901
FBgn0033880	1145	963.281	3.64396	31
FBgn0051661	1341	1159.28	0	0
FBgn0283476	12442	12260.3	0.009236	1
FBgn0032882	1961	1779.28	46.0575	723.736
FBgn0025700	892.245	710.73	166.326	1044
FBgn0039811	514	332.679	0	0
FBgn0086447	408.11	226.888	43.7468	87.658
FBgn0000463	4781.36	4599.64	0.125042	5.08
FBgn0034748	1924	1742.28	19.0421	293
FBgn0042138	1252.27	1070.56	90.4319	855
FBgn0017556	1211.5	1029.78	0	0
FBgn0267423	640	458.617	0	0
FBgn0052843	3276.48	3094.76	0.053751	1.469
FBgn0250827	860	678.506	0.333765	2
FBgn0023536	2345	2163.28	3.55927	68
FBgn0263236	3111.03	2929.31	1.12098	28.999
FBgn0039379	1894	1712.28	42.7852	647
FBgn0263842	318	136.831	0	0
FBgn0259676	1753	1571.28	19.6731	273
FBgn0050005	887	705.489	35.6932	222.388
FBgn0036842	2788.09	2606.37	39.534	910
FBgn0026718	1519.08	1337.36	4.31805	51.001
FBgn0034061	656	474.608	49.147	206
FBgn0038877	2124	1942.28	36.6121	628.017
FBgn0262588	777	595.562	18.8223	99
FBgn0264979	1381	1199.28	11.1411	118
FBgn0010772	3249.01	3067.29	31.0461	841
FBgn0034127	2103	1921.28	0.353611	6
FBgn0261850	2797	2615.28	25.761	595
FBgn0037853	1642	1460.28	105.92	1366
FBgn0038851	978	796.427	2.1326	15
FBgn0083942	556	374.661	0	0
FBgn0004915	1412.3	1230.58	45.6515	496.135
FBgn0265630	6015.8	5834.08	26.1433	1347
FBgn0034870	870	688.498	0.164461	1
FBgn0036483	4063.1	3881.38	9.18944	315
FBgn0026869	6323.4	6141.68	30.9439	1678.4
FBgn0051404	981	799.424	0	0
FBgn0050446	2303	2121.28	0.320271	6
FBgn0033020	669.473	488.081	0.231992	1
FBgn0036450	2644	2462.28	42.9971	935
FBgn0085479	1472	1290.28	0.26327	3
FBgn0037045	1081	899.281	12.0876	96
FBgn0030114	2654.21	2472.49	39.2932	857.999
FBgn0046685	2895	2713.28	48.3257	1158
FBgn0031951	1176.71	994.988	32.1688	282.675
FBgn0030310	741.513	560.088	425.156	2103
FBgn0032251	1034.39	852.667	10.4909	79
FBgn0036009	1497	1315.28	0.086089	1
FBgn0039266	1547.67	1365.95	56.4517	681.001
FBgn0034194	1754.82	1573.1	26.6324	370
FBgn0004554	569.5	388.159	0	0
FBgn0003360	1714.91	1533.19	47.254	639.839
FBgn0030320	3600.84	3419.12	20.8306	629
FBgn0261639	849	667.53	6.26754	36.949
FBgn0030812	4530.05	4348.33	41.2986	1585.96
FBgn0052091	2967	2785.28	1.38221	34
FBgn0039183	3133.27	2951.56	32.9097	857.848
FBgn0000299	5698.28	5516.56	1067.76	52021
FBgn0004892	2611	2429.28	0.046611	1
FBgn0038602	615	433.644	0.261115	1
FBgn0037260	1785	1603.28	0.918118	13
FBgn0052668	2676	2494.28	0.680943	15
FBgn0001250	5702.3	5520.58	0.780619	38.059
FBgn0036795	1548	1366.28	0	0
FBgn0015321	1146.97	965.253	68.3899	583
FBgn0030202	348	166.818	0	0
FBgn0030244	967.414	785.85	2.16131	15
FBgn0039501	2472	2290.28	7.56428	153
FBgn0038127	935	753.479	0	0
FBgn0003129	2566	2384.28	0.047491	1
FBgn0033100	547.828	366.491	41.4006	134
FBgn0030832	708	526.599	0	0
FBgn0264738	1067	885.281	0	0
FBgn0036302	2212.78	2031.06	63.8892	1146
FBgn0011205	1944.1	1762.38	58.5187	910.814
FBgn0028700	1278.15	1096.43	37.5148	363.261
FBgn0039927	3409.9	3228.18	6.66942	190.144
FBgn0038079	689.709	508.302	0.445525	2
FBgn0040066	1650.11	1468.39	56.2147	729
FBgn0030833	3835.36	3653.64	3.65696	118
FBgn0036656	1426.34	1244.62	1.10894	12.189
FBgn0053531	4551.69	4369.97	0.103644	4
FBgn0033982	3104.47	2922.76	0.516839	13.341
FBgn0085237	380	198.804	0	0
FBgn0052086	1524	1342.28	0	0
FBgn0284247	12280.5	12098.8	0	0
FBgn0039434	1030	848.281	0.133483	1
FBgn0051933	2076	1894.28	0	0
FBgn0038830	670	488.608	18.3076	79
FBgn0035294	1682	1500.28	80.832	1071.01
FBgn0040793	417	235.767	511.484	1065
FBgn0014179	2025.98	1844.27	0.184188	3
FBgn0031145	829.024	647.581	283.558	1621.7
FBgn0033234	1977.27	1795.55	0.827227	13.118
FBgn0040343	579.92	398.566	0.284095	1
FBgn0050491	1217.8	1036.08	3.96505	36.281
FBgn0034420	3250.14	3068.42	123.917	3358
FBgn0054008	715	533.597	6.80246	32.056
FBgn0037297	1594.12	1412.4	21.4052	266.999
FBgn0031725	2617.81	2436.09	0.04648	1
FBgn0039307	1248	1066.28	0	0
FBgn0035435	1103	921.281	9.95538	81
FBgn0013810	12202	12020.3	3.59843	382
FBgn0003963	4700.29	4518.57	80.9656	3231
FBgn0030494	858	676.508	0.167376	1
FBgn0039055	3473	3291.28	28.5891	831
FBgn0040308	1040.67	858.954	90.8268	689
FBgn0039620	2274	2092.28	1.35296	25
FBgn0015765	1453.59	1271.87	20.2981	228
FBgn0031270	686.786	505.391	6.27329	28
FBgn0029795	1576.99	1395.27	0.892688	11
FBgn0030049	4105.37	3923.65	63.9774	2216.93
FBgn0052702	11349	11167.3	6.15469	607
FBgn0032938	3687.43	3505.71	43.5713	1349
FBgn0037760	4638.98	4457.26	33.7869	1330
FBgn0259832	474	292.713	13.926	36
FBgn0020440	4551.87	4370.15	14.8724	573.999
FBgn0004590	639	457.617	0	0
FBgn0024941	3599.78	3418.06	0.066255	2
FBgn0035084	1479.42	1297.71	7.32939	84
FBgn0038752	2194	2012.28	0	0
FBgn0051643	2890	2708.28	0	0
FBgn0030746	3778.83	3597.11	0.786957	25.001
FBgn0015714	1563.62	1381.9	63.1624	770.852
FBgn0037506	1426	1244.28	0.273003	3
FBgn0266977	516	334.678	0	0
FBgn0035077	1165	983.281	0.545305	4.735
FBgn0053109	1025	843.281	0.134274	1
FBgn0002933	523	341.672	0	0
FBgn0085331	825	643.542	0	0
FBgn0261584	1689.41	1507.69	2.92898	39
FBgn0033362	2188.4	2006.69	3.7806	67
FBgn0030575	1409.71	1227.99	4.426	48
FBgn0015572	1749	1567.28	0.577974	8
FBgn0013276	2375	2193.28	12.3022	238.293
FBgn0032613	2123	1941.28	21.2314	364
FBgn0036225	1146	964.281	0	0
FBgn0052208	514	332.679	0.009011	0.026
FBgn0017567	819	637.544	168.902	951
FBgn0014388	3416.48	3234.76	586.017	16741.3
FBgn0046763	1934	1752.28	90.101	1394.34
FBgn0037061	627	445.628	22.3602	88
FBgn0030941	2416.57	2234.85	55.9858	1105
FBgn0029809	1433	1251.28	0.090492	1
FBgn0053120	2301	2119.28	1.28229	24
FBgn0015614	1262.5	1080.78	82.0919	783.561
FBgn0033498	1268	1086.28	0.104237	1
FBgn0022224	396	214.791	41.6463	79
FBgn0033729	794.5	612.973	0	0
FBgn0260453	1568.84	1387.12	0.571412	7
FBgn0039160	1362	1180.28	68.5759	714.812
FBgn0032750	1371	1189.28	11.4251	120
FBgn0262738	7035.64	6853.93	17.5057	1059.63
FBgn0033979	1744.49	1562.77	0.655864	9.052
FBgn0032651	1360	1178.28	0	0
FBgn0050376	941	759.477	0	0
FBgn0039495	1455	1273.28	0.266785	3
FBgn0041105	2454	2272.28	0.199325	4
