Name	Length	EffectiveLength	TPM	NumReads
FBtr0347033	1076	898.171	0	0
FBgn0262688	493	315.69	0.471024	1
FBgn0053222	548.608	371.26	1.53804	3.84
FBgn0266940	581	403.635	0	0
FBgn0262565	802	624.515	0	0
FBgn0263002	361	183.815	0.808952	1
FBgn0084049	531	353.659	15.7656	37.497
FBgn0263211	352	174.819	0.000738	0.001
FBgn0267872	775	597.539	0	0
FBgn0262031	330	152.832	30.5184	31.367
FBgn0267014	274	96.868	6.18004	4.026
FBgn0039987	184	23.592	0	0
FBgn0261640	810	632.508	1.40825	5.99
FBgn0052761	71	24.274	0	0
FBgn0267863	274	96.868	0	0
FBgn0052034	74	26.017	0	0
FBgn0262795	735	557.554	0	0
FBgn0261856	450	272.723	1.09046	2
FBgn0051485	73	25.434	0	0
FBgn0267610	864	686.469	0	0
FBgn0262851	1188	1010.17	12.5548	85.291
FBgn0053416	143	62.345	6.87423	2.882
FBgn0267520	357	179.817	4.23784	5.125
FBgn0085765	30	5.427	0	0
FBgn0267424	659	481.583	0	0
FBgn0030116	1305	1127.17	0.131921	1
FBgn0031135	363	185.814	0	0
FBgn0263213	224	48.129	0	0
FBgn0267878	266	88.874	0	0
FBgn0058441	177	22.486	0	0
FBgn0267864	485	307.694	0	0
FBgn0085500	687	509.575	0	0
FBgn0085784	479	301.7	0.00234	0.005
FBgn0262848	1188	1010.17	5.73342	38.95
FBgn0063924	307	129.843	0.000436	0
FBgn0262616	554	376.649	0	0
FBgn0267891	718	540.561	0.000307	0.001
FBgn0053491	369	191.81	0.002905	0.004
FBgn0050374	600	422.626	0	0
FBtr0347034	740	562.549	0	0
FBgn0267898	414	236.763	0.000207	0
FBgn0260469	924.151	746.607	1.09001	5.472
FBgn0267874	253	75.894	0	0
FBgn0030243	4727.4	4549.57	50.6368	1549.29
FBgn0032269	1867	1689.17	0	0
FBgn0266369	2930	2752.17	18.2078	337
FBgn0032596	774.161	596.7	133.571	536
FBgn0033770	715	537.561	0.276615	1
FBgn0259237	2786	2608.17	0	0
FBgn0013685	525	347.664	1.28311	3
FBgn0031021	768	590.542	83.3452	331
FBgn0033491	3329	3151.17	7.57722	160.575
FBgn0051141	961	783.43	0	0
FBgn0284082	778	600.539	0	0
FBgn0036396	1352	1174.17	7.97834	63
FBgn0036641	893.09	715.534	24.3141	117
FBgn0027594	4503.79	4325.96	211.671	6158
FBgn0261954	7915.46	7737.63	59.3434	3088
FBgn0029987	639	461.596	0.644275	2
FBgn0031660	1138.56	960.733	124.749	806
FBgn0038619	935.921	758.375	16.4702	84
FBgn0001341	3680	3502.17	8.74648	206
FBgn0037541	7058.84	6881.01	30.7838	1424.53
FBgn0016701	1188.06	1010.32	63.2865	430
FBgn0039110	1769.58	1591.76	54.4623	583
FBgn0038839	2837.5	2659.67	0	0
FBgn0264307	3670.06	3492.23	11.5845	272.066
FBgn0263355	3606.85	3429.02	56.1819	1295.58
FBgn0032482	2180.37	2002.54	191.65	2580.99
FBgn0050082	843	665.487	1.11721	5
FBgn0033698	5896	5718.17	20.7255	797
FBgn0032240	530	352.66	133.86	317.471
FBgn0029925	1070	892.171	21.8337	131
FBgn0039017	1757	1579.17	7.43878	79
FBgn0259711	908	730.459	11.1962	55
FBgn0051140	6086.37	5908.54	8.40562	333.999
FBgn0036813	1221	1043.17	52.8837	371
FBgn0004379	2925.86	2748.03	22.7264	420
FBgn0036158	782	604.533	0	0
FBgn0031816	2033.26	1855.43	7.37304	92
FBgn0034923	1677.1	1499.27	24.1007	243
FBgn0039582	1151	973.171	0	0
FBgn0051635	6283.9	6106.07	12.6732	520.41
FBgn0263117	5200.17	5022.34	0.050075	1.692
FBgn0030259	717	539.561	0	0
FBgn0029858	1993.68	1815.85	12.6669	154.684
FBgn0260745	2901.71	2723.88	253.517	4644
FBgn0015791	1139.47	961.674	134.986	873
FBgn0051453	1588.42	1410.59	52.602	499
FBgn0025574	2100.74	1922.91	17.5538	227
FBgn0039637	3175.13	2997.3	106.911	2155
FBgn0023095	4761.79	4583.96	1.91388	59
FBgn0014022	1444	1266.17	16.5589	141
FBgn0035134	1243	1065.17	0.279199	2
FBgn0044826	3680.65	3502.83	76.5811	1804
FBgn0030937	1405	1227.17	0	0
FBgn0085213	715	537.561	0	0
FBgn0039875	2420.12	2242.3	69.7632	1052
FBgn0037736	3954.88	3777.05	0.118106	3
FBgn0024732	2153	1975.17	19.4984	259
FBgn0053700	1116	938.171	0	0
FBgn0260747	999.251	821.64	292.277	1615
FBgn0038011	1767	1589.17	0	0
FBgn0066365	2733.69	2555.86	0.058813	1.011
FBgn0039863	5862.02	5684.2	38.3764	1467
FBgn0037721	827.287	649.783	0.915366	4
FBgn0036459	2408	2230.17	0	0
FBgn0038291	1731	1553.17	19.9135	208
FBgn0001114	3261.94	3084.11	1426.27	29582
FBgn0262894	324	146.835	0	0
FBgn0015772	4895.47	4717.64	15.35	487
FBgn0030873	1723.06	1545.23	89.3014	928
FBgn0086675	6950.02	6772.19	0.261197	11.897
FBgn0038223	4226.07	4048.24	13.5906	370
FBgn0027081	2328.73	2150.9	225.026	3255
FBgn0043458	3240.18	3062.35	62.5946	1289.1
FBgn0262010	471	293.706	1.51884	3
FBgn0259963	337	159.827	0	0
FBgn0010238	2156	1978.17	93.0594	1238
FBgn0034184	3162.68	2984.86	30.6875	616
FBgn0000018	1794	1616.17	22.1734	241
FBgn0032809	910	732.459	1.42108	7
FBgn0036605	513	335.672	0.885969	2
FBgn0052280	1126.54	948.712	33.2281	212
FBgn0000055	1096.33	918.504	0	0
FBgn0033657	3918	3740.17	0.159027	4
FBgn0035421	1684	1506.17	19.2515	195
FBgn0030666	1611.74	1433.91	1.82773	17.625
FBgn0011202	4208.17	4030.34	41.1374	1115
FBgn0050091	1681	1503.17	0	0
FBgn0033260	3386.79	3208.96	37.4412	808
FBgn0283427	8599.12	8421.3	804.202	45545
FBgn0033740	2224.45	2046.62	17.074	235
FBgn0011725	2791.97	2614.14	32.0064	562.679
FBgn0034377	761	583.544	1.01927	4
FBgn0284248	676.479	499.057	754.724	2533
FBgn0040674	712.5	535.066	0	0
FBgn0036323	1637	1459.17	0	0
FBgn0038260	1973	1795.17	4.05876	49
FBgn0034617	1987	1809.17	10.6848	130
FBgn0262018	7549.5	7371.67	0.040343	2
FBgn0031873	840	662.491	15.9361	71
FBgn0032366	866	688.469	0	0
FBgn0035241	4611.75	4433.92	1.40947	42.028
FBgn0260049	2271.12	2093.29	153.01	2154
FBgn0015558	4278.24	4100.41	0.950545	26.211
FBgn0267875	162	29.448	0	0
FBgn0003870	4240.52	4062.69	40.8464	1116
FBgn0053061	1277.9	1100.07	0.135171	1
FBgn0041181	4928	4750.17	0	0
FBgn0039778	933	755.454	0	0
FBgn0014455	1600.35	1422.52	233.392	2232.75
FBgn0030462	936.667	759.106	0	0
FBgn0051832	762	584.543	0	0
FBgn0000259	1612.69	1434.95	120.518	1163.01
FBgn0261581	717.5	540.066	0	0
FBgn0039271	836	658.493	9.71004	43
FBgn0031463	1194	1016.17	0	0
FBgn0014006	4619.26	4441.43	33.1783	991
FBgn0037150	1456	1278.17	14.3093	123
FBgn0030294	1628	1450.17	16.6111	162
FBgn0036039	2150.48	1972.66	14.544	192.944
FBgn0029676	2023.42	1845.59	63.1686	784.032
FBgn0037475	1444.5	1266.67	0	0
FBgn0052076	1529	1351.17	27.2926	248
FBgn0058354	1400	1222.17	2.76064	22.69
FBgn0033738	3626.46	3448.63	37.6138	872.349
FBgn0064126	1582.2	1404.38	33.6858	318.146
FBgn0039115	970	792.412	17.9604	95.711
FBgn0010356	2362	2184.17	20.9004	307
FBgn0051100	2434.9	2257.07	0.131761	2
FBgn0263249	318	140.838	0	0
FBgn0039635	1216.05	1038.32	183.451	1281
FBgn0050010	760.653	583.186	5.60943	22
FBgn0034495	1429	1251.17	17.7639	149.469
FBgn0005617	3878.48	3700.65	36.5651	910
FBgn0030703	1444.7	1266.87	125.59	1070
FBgn0036574	4109.75	3931.92	17.167	453.936
FBgn0038742	1418	1240.17	69.0628	576
FBgn0003162	1638.95	1461.12	5.292	52
FBgn0046999	672	494.577	0.300656	1
FBgn0037345	831	653.495	15.2453	67
FBgn0037050	1519.85	1342.02	11.9665	108
FBgn0029783	1128.26	950.428	8.13557	52
FBgn0261269	3811.67	3633.84	4.50122	110
FBgn0264270	2352.44	2174.61	46.7061	683.048
FBgn0259822	4738.87	4561.04	0.078912	2.42
FBgn0034035	1562	1384.17	26.9642	251
FBgn0039270	868	690.468	14.429	67
FBgn0031626	1990	1812.17	0	0
FBgn0051324	1968.92	1791.09	47.2656	569.324
FBgn0260858	1469	1291.17	47.4479	412
FBgn0031874	1710.58	1532.75	6.60569	68.09
FBgn0262719	7923.18	7745.35	0.576743	30.041
FBgn0082831	6728.9	6551.07	32.413	1428
FBgn0259239	3651.66	3473.83	0.34244	8
FBgn0036146	755	577.547	5.92167	23
FBgn0035073	3322	3144.17	14.0686	297.478
FBgn0020371	789	611.523	0	0
FBgn0032845	1558.28	1380.45	6.46299	60
FBgn0283651	4290.89	4113.06	1.59092	44.007
FBgn0267824	2632	2454.17	55.1366	910
FBgn0069973	897.824	720.278	22.5025	109
FBgn0036301	1709	1531.17	17.3833	179
FBgn0265048	4744	4566.17	214.082	6574
FBgn0261057	237.5	61.2375	0	0
FBgn0052564	1448	1270.17	0.117069	1
FBgn0030797	1165.31	987.698	15.2619	101.375
FBgn0001296	2215.64	2037.81	4.30519	59
FBgn0259972	1093	915.171	0.324961	2
FBgn0053986	871	693.466	0	0
FBgn0032435	2743	2565.17	0.115936	2
FBgn0033905	1169.2	991.373	17.399	116
FBgn0029539	639.5	462.097	0	0
FBgn0030502	2962.35	2784.52	105.468	1975
FBgn0032554	1230	1052.32	0	0
FBgn0036410	2258.29	2080.46	1.00063	13.999
FBgn0025390	6135.39	5957.56	2.59089	103.803
FBgn0038394	1047	869.171	0.342159	2
FBgn0029715	1083.83	906.005	78.2873	477
FBgn0034911	6361	6183.17	0.19239	8
FBgn0026063	2066	1888.17	0.253357	3.217
FBgn0032375	787.589	610.115	0.24372	1
FBgn0033665	1878	1700.17	12.6817	145
FBgn0085380	3223	3045.17	0	0
FBgn0037493	813	635.507	0	0
FBgn0053701	315	137.84	0	0
FBgn0032189	1259	1081.17	14.5786	106
FBgn0033726	683	505.575	0	0
FBgn0037526	2210.89	2033.06	8.14943	111.423
FBgn0028902	2093.51	1915.69	0.232863	3
FBgn0050289	1164	986.171	0.150783	1
FBgn0038131	1100	922.171	0.023481	0.146
FBgn0004910	1486.27	1308.55	0.113636	1.001
FBgn0037715	1038.5	860.667	24.7061	143
FBgn0038151	1571	1393.17	0	0
FBgn0005391	1583.02	1405.19	0.31746	3
FBgn0265416	5854.07	5676.24	0.131539	5.021
FBgn0033115	1348.68	1170.85	12.065	95
FBgn0029587	2518.44	2340.62	1.79514	28.257
FBgn0034300	5049.31	4871.49	14.8042	485
FBgn0265464	2788	2610.17	7.69974	135.158
FBgn0036112	761	583.544	0	0
FBgn0262730	8084.31	7906.48	27.2935	1451.24
FBgn0262512	659	481.583	84.2937	273
FBgn0015279	4419.04	4241.21	57.8843	1651
FBgn0039831	2812.72	2634.89	80.9813	1434.97
FBgn0261673	1874.94	1697.11	1.13904	13
FBgn0026570	1233.94	1056.11	47.3078	336
FBgn0031574	3474.16	3296.33	7.39803	164
FBgn0036761	1785.75	1607.92	57.1515	618
FBgn0085385	5875	5697.17	0.010557	0.404
FBgn0027296	2063	1885.17	12.6993	161
FBgn0033259	2863	2685.17	35.8291	647
FBgn0033616	1893	1715.17	11.5305	133
FBgn0030224	1034	856.171	0	0
FBgn0016685	917.221	739.675	338.335	1683
FBgn0003888	2516.6	2338.77	249.521	3924.56
FBgn0025381	2138.65	1960.82	370.434	4884.79
FBgn0052667	368	190.81	2.33788	3
FBgn0031771	1553.94	1376.11	139.069	1287
FBgn0042133	1168	990.171	4.95573	33
FBgn0028546	1069.13	891.306	75.2408	451
FBgn0037620	1159	981.171	3.03102	20
FBgn0086710	477.148	299.85	3038.91	6128
FBgn0036028	1427	1249.17	9.52295	80
FBgn0000046	1655.99	1478.16	1.1232	11.166
FBgn0034568	3383.35	3205.52	0.231939	5
FBgn0035464	2237.87	2060.04	49.8777	691
FBgn0032331	1716	1538.17	0.773373	8
FBgn0261380	1356	1178.17	27.009	214
FBgn0039196	1506	1328.17	0	0
FBgn0051683	1875.62	1697.8	4.62719	52.832
FBgn0011754	2731.31	2553.48	22.5191	386.705
FBgn0003250	1349	1171.17	0.126965	1
FBgn0028872	1850.33	1672.5	0	0
FBgn0003975	3463	3285.17	0.260032	5.745
FBgn0040751	379	201.804	19.1579	26
FBgn0039958	2048.02	1870.19	31.9464	401.795
FBgn0034201	1894.94	1717.27	0.231988	2.679
FBgn0032390	851.812	674.295	49.1766	223
FBgn0031144	1994.48	1816.65	42.0722	514
FBgn0037481	943	765.453	20.7859	107
FBgn0033457	1056.78	878.949	20.8087	123
FBgn0037974	1270.51	1092.69	28.0005	205.759
FBgn0038033	1754	1576.17	0.139681	1.481
FBgn0029689	2699	2521.17	12.8575	218
FBgn0036784	2074	1896.17	0	0
FBgn0085458	750	572.548	0	0
FBgn0033787	1157.83	980.002	3.94503	26
FBgn0031955	5711.22	5533.39	0.349346	13
FBgn0054011	1090	912.171	0	0
FBgn0051092	3957.91	3780.08	1.53753	39.085
FBgn0003218	5056.07	4878.24	17.8977	587.158
FBgn0029687	2574.61	2396.78	80.4069	1296.04
FBgn0033460	4661.13	4483.3	57.6442	1738
FBgn0039664	1417.71	1239.88	8.2889	69.115
FBgn0037802	1114	936.171	8.10063	51
FBgn0014002	2080.26	1902.44	822.094	10517.9
FBgn0051454	1736	1558.17	0.095431	1
FBgn0046886	1227	1049.17	0	0
FBgn0261060	329	151.832	0	0
FBgn0039349	1858.12	1680.29	22.0352	249
FBgn0036230	922.5	744.957	0	0
FBgn0085599	1023	845.171	11.7305	66.674
FBgn0030292	477	299.702	69.4612	140
FBgn0039132	1040.62	862.912	78.5782	456
FBgn0032790	1215	1037.17	12.7598	89
FBgn0029996	2521.83	2344	57.4737	905.99
FBgn0264830	262	84.878	0	0
FBgn0083972	706	528.565	1.96926	7
FBgn0052221	1606	1428.17	9.47468	91
FBgn0061209	595	417.629	0.125627	0.353
FBgn0019938	5078	4900.17	34.1082	1124
FBgn0029920	757	579.546	0.256576	1
FBgn0259728	885	707.462	9.52844	45.334
FBgn0052732	2189	2011.17	15.2578	206.366
FBgn0030164	1289.75	1111.92	0	0
FBgn0033785	1901.17	1723.34	7.10819	82.381
FBgn0250839	1017.75	840.067	0	0
FBgn0267887	453	275.722	0	0
FBgn0267365	936	758.454	26.0751	133
FBgn0032150	1063.15	885.379	6.21407	37
FBgn0035360	1723.53	1545.7	1.25952	13.093
FBgn0035833	3722	3544.17	17.3276	413
FBgn0034849	777.361	599.898	53.6946	216.623
FBgn0035041	2875.31	2697.49	0.098261	1.783
FBgn0037067	876	698.465	0	0
FBgn0263197	5925.52	5747.69	95.411	3687.98
FBgn0033724	651.267	473.853	14.7489	47
FBgn0265201	476	298.702	1.54816	3.11
FBgn0031690	1768.92	1591.1	0.093456	1
FBgn0035009	576	398.636	0	0
FBgn0052601	967	789.414	0.094182	0.5
FBgn0033996	1961.73	1783.9	18.4215	220.999
FBgn0034437	2768	2590.17	0.057408	1
FBgn0031247	748	570.549	17.4189	66.836
FBgn0039552	649	471.591	0	0
FBgn0030990	2036.31	1858.48	130.337	1629
FBgn0015925	2004.35	1826.52	31.8314	391
FBgn0029959	1179.58	1001.76	33.6952	227
FBgn0001276	727	549.556	20.8345	77
FBgn0036277	437	259.736	84.7292	148
FBgn0052643	548	370.652	0	0
FBgn0263782	3818	3640.17	12.7897	313.098
FBgn0035695	4208	4030.17	0.332065	9
FBgn0034138	627.086	449.695	3303.65	9991
FBgn0035997	3195.73	3017.9	30.7949	625
FBgn0028541	2464.71	2286.88	71.8493	1105
FBgn0053666	666	488.579	0	0
FBgn0051860	2260.5	2082.67	0	0
FBgn0035312	1183	1005.17	26.1177	176.551
FBgn0036236	1075	897.171	0.000296	0.002
FBgn0259735	6472.93	6295.11	177.674	7521.82
FBgn0037094	3105.98	2928.15	49.5633	975.999
FBgn0051953	715	537.561	0.260952	0.943
FBgn0029523	2309	2131.17	0.894119	12.815
FBgn0035374	1144	966.171	56.7905	369
FBgn0034514	440	262.734	0	0
FBgn0038934	4896.19	4718.37	0.157573	5
FBgn0036360	2534	2356.17	0.06311	1
FBgn0014465	1978.24	1800.44	0.412947	5
FBgn0038471	1102	924.171	23.8129	148
FBgn0038047	1623	1445.17	4.93885	48
FBgn0064237	1495	1317.17	0	0
FBgn0032036	2418.89	2241.06	392.8	5920
FBgn0038207	740	562.549	0.528656	2
FBgn0259821	4377.35	4199.52	2.83266	80
FBgn0032084	1511.65	1333.82	2.22965	20
FBgn0014427	1176	998.171	11.1727	75
FBgn0031257	2624.79	2446.96	57.3652	943.999
FBgn0041094	2291.05	2113.22	101.328	1440.03
FBgn0033988	2216	2038.17	40.5734	556.132
FBgn0001986	3585	3407.17	43.6861	1001
FBgn0032078	1998.85	1821.02	219.9	2693
FBgn0038551	1645	1467.17	31.8238	314
FBgn0000808	2015.6	1837.77	7.0459	87.081
FBgn0036895	3746	3568.17	0.083347	2
FBgn0266455	280	102.863	0	0
FBgn0031575	2698.33	2520.5	12.33	209
FBgn0033880	1145	967.171	4.30485	28
FBgn0051661	1341	1163.17	0	0
FBgn0283476	12442	12264.2	0.084872	7
FBgn0032882	1961	1783.17	38.6274	463.218
FBgn0025700	893.113	715.568	109.928	529
FBgn0039811	514	336.671	0	0
FBgn0086447	414.805	237.573	34.4246	54.999
FBgn0000463	4766.97	4589.14	0.131867	4.071
FBgn0034748	1924	1746.17	16.9461	199
FBgn0042138	1247.03	1069.2	102.636	738.001
FBgn0017556	1210.6	1032.77	9.4e-05	0
FBgn0267423	640	462.596	0	0
FBgn0052843	3276.48	3098.65	0.047988	1
FBgn0250827	860	682.471	0.217881	1
FBgn0023536	2345	2167.17	3.91098	57
FBgn0263236	3152.74	2974.91	1.14963	23
FBgn0039379	1894	1716.17	33.7915	390
FBgn0263842	318	140.838	0	0
FBgn0259676	1753	1575.17	26.4322	280
FBgn0050005	887	709.461	36.9761	176.419
FBgn0036842	2790.1	2612.27	38.8212	682
FBgn0026718	1573.23	1395.4	3.83624	36
FBgn0034061	656	478.584	37.2843	120
FBgn0038877	2124	1946.17	54.285	710.489
FBgn0262588	777	599.539	18.8495	76
FBgn0264979	1349.69	1171.86	15.2268	120
FBgn0010772	3248.88	3071.05	35.8786	741
FBgn0034127	2103	1925.17	1.08134	14
FBgn0261850	2797	2619.17	22.3684	394
FBgn0037853	1642	1464.17	91.1986	898
FBgn0038851	978	800.404	3.15823	17
FBgn0083942	556	378.648	0	0
FBgn0004915	1414.37	1236.54	32.9713	274.184
FBgn0265630	6021.01	5843.19	33.0061	1297
FBgn0034870	870	692.466	0	0
FBgn0036483	4066.02	3888.19	9.7138	254
FBgn0026869	6356.82	6178.99	41.8475	1738.94
FBgn0051404	981	803.402	0	0
FBgn0050446	2303	2125.17	0.489787	7
FBgn0033020	668.938	491.516	1.21011	4
FBgn0036450	2644	2466.17	40.277	668
FBgn0085479	1472	1294.17	0.574489	5
FBgn0037045	1081	903.171	7.57341	46
FBgn0030114	2681.33	2503.5	52.7435	888
FBgn0046685	2895	2717.17	45.2029	826
FBgn0031951	1192	1014.17	31.3511	213.826
FBgn0030310	737.947	560.487	326.585	1231
FBgn0032251	1047.4	869.572	11.9701	70
FBgn0036009	1497	1319.17	0	0
FBgn0039266	1631.86	1454.03	49.8035	486.999
FBgn0034194	1754.12	1576.29	25.8475	274
FBgn0004554	569.5	392.142	0	0
FBgn0003360	1637.97	1460.14	400.736	3935.05
FBgn0030320	3587.48	3409.65	20.497	469.999
FBgn0261639	849	671.482	10.159	45.876
FBgn0030812	4539.54	4361.71	53.6942	1575
FBgn0052091	2967	2789.17	1.66353	31.203
FBgn0039183	3126.82	2949	29.4975	585
FBgn0000299	5701.11	5523.28	816.862	30341.9
FBgn0004892	2611	2433.17	0.061113	1
FBgn0038602	615	437.62	0.339787	1
FBgn0037260	1785	1607.17	0.675454	7.301
FBgn0052668	2676	2498.17	0.535703	9
FBgn0001250	5711.33	5533.5	0.779294	29.001
FBgn0036795	1548	1370.17	0	0
FBgn0015321	1154.06	976.234	60.47	397
FBgn0030202	348	170.821	0	0
FBgn0030244	982.637	804.943	0.554191	3
FBgn0039501	2472	2294.17	6.93524	107
FBgn0038127	935	757.454	0	0
FBgn0003129	2566	2388.17	0	0
FBgn0033100	554.869	377.517	30.7229	78
FBgn0030832	708	530.565	0	0
FBgn0264738	1067	889.171	0	0
FBgn0036302	2080.25	1902.42	82.0703	1050
FBgn0011205	2008.99	1831.17	59.2743	729.945
FBgn0028700	1279.03	1101.2	35.0415	259.505
FBgn0039927	3428.51	3250.68	7.18599	157.094
FBgn0038079	782.994	605.518	0.736711	3
FBgn0040066	1672.11	1494.28	62.2977	626.038
FBgn0030833	3819.89	3642.06	4.57272	112
FBgn0036656	1409.81	1231.99	0.717642	5.946
FBgn0053531	4276.65	4098.82	0.217668	6
FBgn0033982	2804.57	2626.74	0.516944	9.131
FBgn0085237	380	202.803	0	0
FBgn0052086	1523.55	1345.72	0.110497	1
FBgn0284247	12278.7	12100.8	0.024576	2
FBgn0039434	1030	852.171	0	0
FBgn0051933	2076	1898.17	0	0
FBgn0038830	670	492.578	20.2257	67
FBgn0035294	1682	1504.17	85.8756	868.688
FBgn0040793	417	239.758	401.267	647
FBgn0014179	2032.52	1854.69	0.080174	1
FBgn0031145	841.531	664.052	265.403	1185.23
FBgn0033234	2014.99	1837.16	1.81919	22.477
FBgn0040343	743.5	566.042	0	0
FBgn0050491	1259.34	1081.51	3.90749	28.42
FBgn0034420	3262.72	3084.89	147.739	3065
FBgn0054008	715	537.561	3.31938	12
FBgn0037297	1596.05	1418.22	20.0259	190.999
FBgn0031725	2661.5	2483.67	0	0
FBgn0039307	1248	1070.17	0	0
FBgn0035435	1103	925.171	10.7685	67
FBgn0013810	12202	12024.2	3.2895	266
FBgn0003963	4649.11	4471.28	81.1782	2441
FBgn0030494	858	680.472	0.437042	2
FBgn0039055	3473	3295.17	30.7307	681
FBgn0040308	1047.28	869.45	64.1343	374.999
FBgn0039620	2274	2096.17	1.48969	21
FBgn0015765	1460.83	1283	17.2688	149
FBgn0031270	687.158	509.731	3.50061	12
FBgn0029795	1465.29	1287.46	2.07894	18
FBgn0030049	4134.78	3956.96	76.8488	2045.01
FBgn0052702	11349	11171.2	6.22946	468
FBgn0032938	3296.66	3118.83	44.3875	931.001
FBgn0037760	4690.73	4512.9	49.8195	1512
FBgn0259832	474	296.704	15.5361	31
FBgn0020440	4593.75	4415.92	17.5437	521
FBgn0004590	639	461.596	0	0
FBgn0024941	4479.47	4301.64	0.069135	2
FBgn0035084	1250.66	1072.83	17.3357	125.074
FBgn0038752	2194	2016.17	0.073752	1
FBgn0051643	2890	2712.17	0	0
FBgn0030746	3803.68	3625.86	1.35533	33.049
FBgn0015714	1558.47	1380.64	81.8401	759.876
FBgn0037506	1426	1248.17	0.595661	5
FBgn0266977	516	338.67	0	0
FBgn0035077	1165	987.171	0.531937	3.531
FBgn0053109	1025	847.171	0.175522	1
FBgn0002933	523	345.665	0	0
FBgn0085331	825	647.5	0	0
FBgn0261584	1719.99	1542.17	13.499	140
FBgn0033362	2137.03	1959.2	8.95583	118
FBgn0030575	1368.08	1190.25	3.24818	26
FBgn0015572	1749	1571.17	0.283923	3
FBgn0013276	2375	2197.17	8.78211	129.766
FBgn0032613	2123	1945.17	24.08	315
FBgn0036225	1146	968.171	0	0
FBgn0052208	514	336.671	0.010172	0.023
FBgn0017567	819	641.502	157.158	678
FBgn0014388	3447.15	3269.32	802.403	17641.9
FBgn0046763	1934	1756.17	113.629	1342
FBgn0037061	627	449.609	20.8358	63
FBgn0030941	2416.13	2238.3	69.7548	1050
FBgn0029809	1433	1255.17	0.118468	1
FBgn0053120	2301	2123.17	1.12057	16
FBgn0015614	1282.23	1104.4	85.0358	631.576
FBgn0033498	1268	1090.17	0.136398	1
FBgn0022224	396	218.787	21.069	31
FBgn0033729	794.5	616.915	0	0
FBgn0260453	2030.18	1852.35	0.16055	2
FBgn0039160	1362	1184.17	70.3837	560.509
FBgn0032750	1371	1193.17	7.60205	61
FBgn0262738	7041.83	6864	20.8828	963.968
FBgn0033979	1769.47	1591.64	0.840815	9
FBgn0032651	1360	1182.17	0	0
FBgn0050376	941	763.454	0	0
FBgn0039495	1455	1277.17	0.582136	5
FBgn0041105	2454	2276.17	0.130656	2
FBgn0283627	1560	1382.17	0	0
