Name	Length	EffectiveLength	TPM	NumReads
FBgn0085791	1041	867.395	0.165537	1.104
FBgn0085804	252	78.967	0	0
FBgn0267876	766	592.646	0	0
FBgn0267494	656	482.688	0	0
FBgn0085792	1211	1037.39	3.20985	25.606
FBgn0053013	2636	2462.39	0	0
FBgn0266211	1668	1494.39	1.91444	22
FBgn0265141	1303	1129.39	0	0
FBgn0051292	435.526	262.356	0.018913	0.038
FBgn0053294	1991.38	1817.77	1.43079	20
FBgn0000280	166	13.108	19.8418	2
FBgn0262885	102	39.829	0	0
FBgn0011812	456	282.81	0.459822	1
FBgn0265533	384.5	211.372	0	0
FBgn0052496	778	604.642	1.62362	7.549
FBgn0052009	2997.49	2823.89	0.581674	12.632
FBtr0347033	1076	902.395	0	0
FBgn0262688	493	319.784	0.406656	1
FBgn0053222	544.032	370.79	0.097005	0.276
FBgn0266940	581	407.746	0	0
FBgn0262565	802	628.635	1.02801	4.969
FBgn0263002	361	187.9	0	0
FBgn0084049	531	357.762	19.6788	54.139
FBgn0263211	352	178.904	0.001277	0.002
FBgn0267872	775	601.644	0.001013	0.005
FBgn0262031	330	156.914	39.8193	48.047
FBgn0267014	274	100.946	14.4486	11.216
FBgn0039987	184	20.403	0	0
FBgn0261640	810	636.631	0.402313	1.97
FBgn0052761	71	24.099	0	0
FBgn0267863	274	100.946	0	0
FBgn0052034	74	25.353	0	0
FBgn0262795	735	561.663	0	0
FBgn0261856	450	276.813	0.939566	2
FBgn0051485	73	24.903	0	0
FBgn0267610	864	690.594	0	0
FBgn0262851	1188	1014.39	14.5553	113.539
FBgn0053416	143	43.755	26.7485	9
FBgn0267520	357	183.902	8.97413	12.691
FBgn0085765	30	9.884	13.1573	1
FBgn0267424	659	485.687	0	0
FBgn0030116	1305	1131.39	0	0
FBgn0031135	363	189.9	0	0
FBgn0263213	224	51.065	4.63525	1.82
FBgn0267878	266	92.952	0	0
FBgn0058441	177	16.901	0	0
FBgn0267864	485	311.789	0.000201	0
FBgn0085500	687	513.678	0	0
FBgn0085784	479	305.794	0.00352	0.008
FBgn0262848	1188	1014.39	2.87195	22.403
FBgn0063924	307	133.923	2.43407	2.507
FBgn0262616	554	380.755	0	0
FBgn0267891	718	544.668	0.001327	0.006
FBgn0053491	369	195.896	0.003527	0.005
FBgn0050374	600	426.741	0.304733	1
FBtr0347034	740	566.66	0	0
FBgn0267898	414	240.846	0.000612	0.001
FBgn0260469	925.543	752.121	1.40803	8.144
FBgn0267874	253	79.966	0	0
FBgn0030243	4755.39	4581.78	39.7951	1402.1
FBgn0032269	1867	1693.39	0	0
FBgn0266369	2930	2756.39	21.2774	451
FBgn0032596	776.102	602.747	193.527	897
FBgn0033770	665.982	492.674	0.263952	1
FBgn0259237	2786	2612.39	0	0
FBgn0013685	525	351.767	0.739365	2
FBgn0031021	768	594.646	63.9376	292.368
FBgn0033491	3329	3155.39	6.99748	169.79
FBgn0051141	961	787.562	0.16512	1
FBgn0284082	778	604.642	0	0
FBgn0036396	1352	1178.39	6.95239	63
FBgn0036641	883.663	710.247	36.8019	201
FBgn0027594	4478.53	4304.93	135.149	4474
FBgn0261954	7845.07	7671.47	53.5503	3159.04
FBgn0029987	639	465.697	1.67545	6
FBgn0031660	1139.32	965.714	144.085	1070
FBgn0038619	937.255	763.833	17.1952	101
FBgn0001341	3680	3506.39	9.71683	262
FBgn0037541	7052.37	6878.76	32.3931	1713.48
FBgn0016701	1175.63	1002.09	62.8093	484
FBgn0039110	1769.66	1596.05	68.1966	837
FBgn0038839	2837.12	2663.52	0.048823	1
FBgn0264307	3533.43	3359.83	8.31911	214.937
FBgn0263355	3529.91	3356.3	46.6688	1204.49
FBgn0032482	2178.93	2005.33	148.891	2295.99
FBgn0050082	843	669.609	0.582618	3
FBgn0033698	5896	5722.4	20.1572	887
FBgn0032240	530	356.762	147.458	404.542
FBgn0029925	1070	896.395	25.3877	175
FBgn0039017	1757	1583.39	8.07996	98.382
FBgn0259711	908	734.581	14.1623	80
FBgn0051140	5760.93	5587.32	7.54094	323.999
FBgn0036813	1221	1047.39	40.7237	328
FBgn0004379	2913.41	2739.81	26.3899	555.999
FBgn0036158	782	608.641	0	0
FBgn0031816	2035.15	1861.54	12.2949	176
FBgn0034923	1675.98	1502.37	26.1822	302.482
FBgn0039582	1151	977.395	0	0
FBgn0051635	6287.96	6114.35	10.4853	493.001
FBgn0263117	5200.06	5026.46	0.058968	2.279
FBgn0030259	717	543.668	0	0
FBgn0029858	1852.24	1678.63	14.105	182.072
FBgn0260745	2909.84	2736.24	178.555	3757
FBgn0015791	1156.07	982.473	115.552	873.001
FBgn0051453	1554.4	1380.8	62.3465	662
FBgn0025574	2102.58	1928.97	23.7976	353
FBgn0039637	3175.49	3001.89	79.0159	1824
FBgn0023095	4739.94	4566.33	1.90806	67
FBgn0014022	1444	1270.39	19.0396	186
FBgn0035134	1243	1069.39	0.608017	5
FBgn0044826	3556.97	3383.37	72.3745	1883
FBgn0030937	1405	1231.39	0	0
FBgn0085213	715	541.67	0.240077	1
FBgn0039875	2455.51	2281.9	68.8179	1207.57
FBgn0037736	3928.93	3755.33	0.242401	7
FBgn0024732	2153	1979.39	20.8919	318
FBgn0053700	1116	942.395	0	0
FBgn0260747	999.176	825.694	239.392	1520
FBgn0038011	1767	1593.39	0	0
FBgn0066365	2784.15	2610.54	0.000164	0.003
FBgn0039863	5861.19	5687.58	37.6802	1648
FBgn0037721	832.031	658.645	1.77695	9
FBgn0036459	2408	2234.39	0	0
FBgn0038291	1731	1557.39	14.529	174
FBgn0001114	3261.09	3087.49	1020.25	24223
FBgn0262894	324	150.916	0	0
FBgn0015772	4865.01	4691.41	14.1922	512
FBgn0030873	1721.56	1547.96	92.91	1105.95
FBgn0086675	6911.09	6737.48	0.23124	11.981
FBgn0038223	4302.62	4129.02	11.0908	352.148
FBgn0027081	2320.48	2146.88	217.577	3592
FBgn0043458	3245.16	3071.55	62.7763	1482.75
FBgn0262010	471	297.802	0	0
FBgn0259963	337	163.91	0	0
FBgn0010238	2156	1982.39	107.319	1636
FBgn0034184	2949.73	2776.12	33.5397	716
FBgn0000018	1794	1620.39	22.8722	285
FBgn0032809	910	736.581	1.05929	6
FBgn0036605	513	339.775	0	0
FBgn0052280	1136.31	962.71	36.3276	268.935
FBgn0000055	1118.32	944.713	0.177912	1.293
FBgn0033657	3918	3744.39	0.06946	2
FBgn0035421	1684	1510.39	22.2133	258
FBgn0030666	1628.58	1454.97	1.16407	13.024
FBgn0011202	4199.04	4025.44	38.0231	1177
FBgn0050091	1681	1507.39	0	0
FBgn0033260	3372.74	3199.13	35.8933	883
FBgn0283427	8584.35	8410.75	949.533	61413
FBgn0033740	2222.1	2048.5	19.6158	309
FBgn0011725	2797.83	2624.23	28.0537	566.117
FBgn0034377	761	587.648	0.221293	1
FBgn0284248	680.991	507.67	791.518	3090
FBgn0040674	712.5	539.174	0	0
FBgn0036323	1637	1463.39	0	0
FBgn0038260	1973	1799.39	2.02356	28
FBgn0034617	1987	1813.39	13.9121	194
FBgn0262018	7550.7	7377.1	0.017628	1
FBgn0031873	840	666.612	25.3603	130
FBgn0032366	866	692.593	0	0
FBgn0035241	4682.89	4509.29	0.725391	25.153
FBgn0260049	2269.38	2095.78	169.458	2731
FBgn0015558	4413.67	4240.06	0.680507	22.189
FBgn0267875	162	12.786	0	0
FBgn0003870	4188.11	4014.51	32.6181	1006.95
FBgn0053061	1277.9	1104.3	0.11776	1
FBgn0041181	4928	4754.4	0	0
FBgn0039778	933	759.578	0.171203	1
FBgn0014455	1597.47	1423.86	253.33	2773.78
FBgn0030462	936.667	763.236	0	0
FBgn0051832	762	588.647	0.662751	3
FBgn0000259	1591.92	1418.37	119.528	1303.7
FBgn0261581	585.882	412.622	0.315161	1
FBgn0039271	836	662.616	10.7941	55
FBgn0031463	1194	1020.39	0	0
FBgn0014006	4626.81	4453.21	31.8885	1092
FBgn0037150	1456	1282.39	11.5602	114
FBgn0030294	1628	1454.39	14.4849	162
FBgn0036039	1941.35	1767.74	15.4484	210.001
FBgn0029676	2020.4	1846.8	68.1581	967.947
FBgn0037475	1444.5	1270.89	0	0
FBgn0052076	1529	1355.39	29.9346	312
FBgn0058354	1400	1226.39	4.4151	41.638
FBgn0033738	3638.19	3464.58	42.6182	1135.43
FBgn0064126	1577.8	1404.19	44.6404	482.026
FBgn0039115	970	796.553	21.0206	128.758
FBgn0010356	2362	2188.39	19.3127	325
FBgn0051100	2432.78	2259.18	0.172685	3
FBgn0263249	318	144.918	0	0
FBgn0039635	1178.3	1004.77	186.114	1438
FBgn0050010	744.97	571.624	3.63993	16
FBgn0034495	1429	1255.39	17.8133	171.965
FBgn0005617	3827.44	3653.83	29.5758	831
FBgn0030703	1436.91	1263.31	111.893	1087
FBgn0036574	4008.76	3835.16	17.3185	510.751
FBgn0038742	1418	1244.39	72.4201	693
FBgn0003162	1649.2	1475.6	6.52151	74
FBgn0046999	672	498.684	0	0
FBgn0037345	831	657.622	17.0062	86
FBgn0037050	1501.44	1327.84	9.02368	92.139
FBgn0029783	1123.24	949.639	9.03794	66.001
FBgn0261269	3730.5	3556.89	5.44753	149
FBgn0264270	2229.11	2055.51	48.2096	762.025
FBgn0259822	4758.19	4584.59	0.028366	1.001
FBgn0034035	1562	1388.39	29.3167	313
FBgn0039270	868	694.593	12.3566	66
FBgn0031626	1990	1816.39	0	0
FBgn0051324	1979.24	1805.63	57.6608	800.619
FBgn0260858	1469	1295.39	44.5723	444
FBgn0031874	1801.99	1628.39	6.23327	78.053
FBgn0262719	7923.37	7749.76	0.335603	20
FBgn0082831	6728.76	6555.16	32.3163	1629
FBgn0259239	3743.63	3570.02	0.218557	6
FBgn0036146	755	581.653	4.02432	18
FBgn0035073	3322	3148.39	17.2499	417.629
FBgn0020371	789	615.639	0	0
FBgn0032845	1541.8	1368.19	6.95843	73.211
FBgn0283651	4285.88	4112.28	1.13916	36.024
FBgn0267824	2632	2458.39	36.0759	682
FBgn0069973	898.546	725.129	16.8577	94
FBgn0036301	1709	1535.39	15.2017	179.485
FBgn0265048	4744	4570.4	173.678	6104
FBgn0261057	237.5	64.5545	0	0
FBgn0052564	1448	1274.39	0	0
FBgn0030797	1081.97	908.527	12.8007	89.431
FBgn0001296	2223.99	2050.38	3.17117	50
FBgn0259972	706	532.656	0	0
FBgn0053986	871	697.593	0	0
FBgn0032435	2743	2569.39	0.101224	2
FBgn0033905	1147.58	973.971	20.5617	154
FBgn0029539	639.5	466.197	0	0
FBgn0030502	2962.08	2788.48	77.4617	1661
FBgn0032554	1230	1056.48	0	0
FBgn0036410	2269.86	2096.26	0.744425	12
FBgn0025390	6268.54	6094.93	4.20272	196.977
FBgn0038394	1047	873.395	0.744464	5
FBgn0029715	1081.95	908.346	69.1481	483
FBgn0034911	6361	6187.4	0.252207	12
FBgn0026063	2066	1892.39	0.537047	7.815
FBgn0032375	787.6	614.24	0.211712	1
FBgn0033665	1878	1704.39	10.0714	132
FBgn0085380	3223	3049.39	0	0
FBgn0037493	813	639.63	0	0
FBgn0053701	315	141.918	0	0
FBgn0032189	1259	1085.39	11.7415	98
FBgn0033726	683	509.678	0	0
FBgn0037526	2097.76	1924.16	7.89786	116.86
FBgn0028902	2092.63	1919.03	0.271058	4
FBgn0050289	1164	990.395	0.131303	1
FBgn0038131	1100	926.395	0	0
FBgn0004910	1837	1663.44	0	0
FBgn0037715	1028.63	855.025	24.1826	159.001
FBgn0038151	1571	1397.39	0	0
FBgn0005391	1582.65	1409.05	0.369162	4
FBgn0265416	6903	6729.4	0.038851	2.01
FBgn0033115	1351.44	1177.84	15.457	140
FBgn0029587	2628.17	2454.56	1.32756	25.058
FBgn0034300	5039.54	4865.93	14.9927	561.001
FBgn0265464	2788	2614.39	6.56579	132
FBgn0036112	761	587.648	0	0
FBgn0262730	8145.18	7971.57	28.1861	1727.8
FBgn0262512	659	485.687	96.6574	361
FBgn0015279	4403.16	4229.56	58.5713	1905
FBgn0039831	2857.64	2684.03	65.2426	1346.59
FBgn0261673	1877.66	1704.06	6.94451	91
FBgn0026570	1229.08	1055.48	50.0219	406
FBgn0031574	3470.8	3297.19	6.6654	169
FBgn0036761	1791.92	1618.32	52.1513	649
FBgn0085385	5875	5701.4	0.011579	0.508
FBgn0027296	1984.17	1810.56	10.7736	150
FBgn0033259	2863	2689.39	30.7529	636
FBgn0033616	1893	1719.39	9.7566	129
FBgn0030224	1034	860.395	0	0
FBgn0016685	917.097	743.674	349.904	2001
FBgn0003888	2516.76	2343.15	355.243	6400.91
FBgn0025381	2139.75	1966.15	359.633	5437.4
FBgn0052667	368	194.897	1.33447	2
FBgn0031771	1555.08	1381.48	114.933	1220.97
FBgn0042133	1168	994.395	4.57713	35
FBgn0028546	1069.15	895.546	86.8355	598
FBgn0037620	1159	985.395	2.50742	19
FBgn0086710	477.181	303.976	2912.5	6808.02
FBgn0036028	1427	1253.39	10.4789	101
FBgn0000046	1667.14	1493.53	2.28144	26.202
FBgn0034568	3382.28	3208.68	0.283698	7
FBgn0035464	2240	2066.39	53.8068	855
FBgn0032331	1716	1542.39	0.168624	2
FBgn0261380	1356	1182.39	21.7764	198
FBgn0039196	1506	1332.39	0	0
FBgn0051683	1870.67	1697.06	3.45934	45.145
FBgn0011754	2845.35	2671.75	25.3317	520.445
FBgn0003250	1349	1175.39	0.110637	1
FBgn0028872	1850.33	1676.73	0	0
FBgn0003975	3463	3289.39	0.276736	7
FBgn0040751	379	205.892	27.159	43
FBgn0039958	2052.48	1878.87	32.4121	468.295
FBgn0034201	1441.5	1268.11	0	0
FBgn0032390	844.71	671.318	60.438	312
FBgn0031144	1998.74	1825.13	38.8317	545.001
FBgn0037481	943	769.576	21.9673	130
FBgn0033457	1055.75	882.149	25.208	171
FBgn0037974	1199.12	1025.51	19.5116	153.869
FBgn0038033	1754	1580.39	0.099106	1.204
FBgn0029689	2699	2525.39	12.5645	244
FBgn0036784	2074	1900.39	0	0
FBgn0085458	750	576.654	0	0
FBgn0033787	1096.75	923.145	5.77562	41
FBgn0031955	5713.38	5539.78	0.070423	3
FBgn0054011	1090	916.395	0	0
FBgn0051092	4034.12	3860.52	7.19799	213.684
FBgn0003218	5102.65	4929.05	16.5684	628
FBgn0029687	2574.53	2400.93	77.3513	1428.11
FBgn0033460	4649.03	4475.43	52.7964	1817
FBgn0039664	1359.23	1185.62	9.64727	87.956
FBgn0037802	1114	940.395	6.91423	50
FBgn0014002	2080.21	1906.6	908.725	13323.2
FBgn0051454	1736	1562.39	0.499396	6
FBgn0046886	1227	1053.39	0	0
FBgn0261060	329	155.914	0	0
FBgn0039349	1860.53	1686.92	20.1972	262.001
FBgn0036230	922.5	749.079	0	0
FBgn0085599	1023	849.395	8.22276	53.709
FBgn0030292	477	303.795	67.6333	158
FBgn0039132	1012.5	838.99	61.9994	399.999
FBgn0032790	1215	1041.39	14.4853	116
FBgn0029996	2543.53	2369.92	37.4254	682.049
FBgn0264830	262	88.956	0	0
FBgn0083972	706	532.673	2.68545	11
FBgn0052221	1606	1432.39	11.7115	129
FBgn0061209	595	421.743	0.100443	0.326
FBgn0019938	5078	4904.4	30.7844	1161
FBgn0029920	757	583.653	0	0
FBgn0259728	885	711.588	9.73358	53.262
FBgn0052732	2189	2015.39	16.6146	257.493
FBgn0030164	1289.75	1116.14	0	0
FBgn0033785	1900.55	1726.95	9.2284	122.552
FBgn0250839	1211	1037.39	0.125355	1
FBgn0267887	453	279.812	0.000167	0
FBgn0267365	936	762.577	28.649	168
FBgn0032150	1013.95	840.443	4.95138	31.999
FBgn0035360	1715.04	1541.44	1.1811	14
FBgn0035833	3722	3548.39	15.942	435
FBgn0034849	776.553	603.197	62.0088	287.626
FBgn0035041	2875.18	2701.57	0.278747	5.791
FBgn0037067	876	702.59	0	0
FBgn0263197	5846.12	5672.51	77.0062	3359.05
FBgn0033724	638.571	465.272	43.6016	156
FBgn0265201	476	302.796	0.916809	2.135
FBgn0031690	1727.78	1554.18	0.418363	5
FBgn0035009	576	402.747	0	0
FBgn0052601	967	793.556	0.236352	1.442
FBgn0033996	1959.05	1785.44	18.063	248
FBgn0034437	2768	2594.39	0	0
FBgn0031247	748	574.655	24.1951	106.918
FBgn0039552	649	475.69	0	0
FBgn0030990	2067.98	1894.37	108.187	1576
FBgn0015925	2001.77	1828.16	34.4283	484
FBgn0029959	1161.67	988.069	29.876	227
FBgn0001276	727	553.667	25.3665	108
FBgn0036277	437	263.821	125.694	255
FBgn0052643	548	374.758	0	0
FBgn0263782	3818	3644.39	12.2925	344.494
FBgn0035695	4354.47	4180.87	0.124417	4
FBgn0034138	627.264	453.974	3625.35	12656
FBgn0035997	3213.19	3039.58	23.5306	550
FBgn0028541	2464.41	2290.81	68.5177	1207
FBgn0053666	666	492.685	0	0
FBgn0051860	2260.5	2086.89	0	0
FBgn0035312	1183	1009.39	15.6601	121.554
FBgn0036236	1075	901.395	0.000377	0.003
FBgn0259735	6470.8	6297.19	135.612	6566.9
FBgn0037094	3109.11	2935.51	43.3251	977.999
FBgn0051953	715	541.67	0.79865	3.327
FBgn0029523	2309	2135.39	1.51337	24.851
FBgn0035374	1144	970.395	68.8809	514
FBgn0034514	440	266.819	0	0
FBgn0038934	4898.35	4724.74	0.110144	4.002
FBgn0036360	2534	2360.39	0.110187	2
FBgn0014465	1564.1	1390.6	0.187031	2
FBgn0038471	1102	928.395	22.5516	161
FBgn0038047	1623	1449.39	3.40942	38
FBgn0064237	1495	1321.39	0	0
FBgn0032036	2396.91	2223.3	261.277	4467
FBgn0038207	740	566.66	0.229489	1
FBgn0259821	4494.01	4320.4	5.38782	179
FBgn0032084	1464.43	1290.83	2.61933	26
FBgn0014427	1176	1002.39	12.065	93
FBgn0031257	2624.08	2450.47	60.6569	1143
FBgn0041094	2297.98	2124.38	68.8044	1123.99
FBgn0033988	2216	2042.39	33.3638	524
FBgn0001986	3585	3411.39	39.6066	1039
FBgn0032078	1989.4	1815.79	291.411	4069
FBgn0038551	1645	1471.39	27.9281	316
FBgn0000808	2015.71	1842.11	6.70645	94.999
FBgn0036895	3746	3572.39	0.036402	1
FBgn0266455	280	106.941	0	0
FBgn0031575	2306.3	2132.7	15.457	253.496
FBgn0033880	1145	971.395	4.01615	30
FBgn0051661	1341	1167.39	0	0
FBgn0283476	12442	12268.4	0.042399	4
FBgn0032882	1961	1787.39	44.2587	608.324
FBgn0025700	891.934	718.519	155.105	857
FBgn0039811	514	340.775	0	0
FBgn0086447	409.461	236.314	37.954	68.971
FBgn0000463	4625.7	4452.1	0.058959	2.018
FBgn0034748	1924	1750.39	18.5692	249.946
FBgn0042138	1245.21	1071.6	89.5583	738.001
FBgn0017556	1210.78	1037.17	0.000118	0
FBgn0267423	640	466.696	0	0
FBgn0052843	3276.48	3102.88	0.04191	1
FBgn0250827	860	686.595	0.757606	4
FBgn0023536	2345	2171.39	4.37188	73
FBgn0263236	3130.76	2957.16	1.18734	26.999
FBgn0039379	1894	1720.39	41.6493	551
FBgn0263842	318	144.918	0	0
FBgn0259676	1753	1579.39	23.5483	286
FBgn0050005	887	713.588	32.4823	178.242
FBgn0036842	2795.87	2622.27	38.2846	772
FBgn0026718	1522.82	1349.22	5.39747	55.999
FBgn0034061	656	482.688	48.4943	180
FBgn0038877	2124	1950.39	31.7858	476.729
FBgn0262588	777	603.643	15.5109	72
FBgn0264979	1362.63	1189.03	12.2493	112
FBgn0010772	3250.3	3076.7	30.094	712
FBgn0034127	2103	1929.39	0.741405	11
FBgn0261850	2797	2623.39	24.9338	503
FBgn0037853	1642	1468.39	90.7748	1025
FBgn0038851	978	804.543	3.07106	19
FBgn0083942	556	382.755	0	0
FBgn0004915	1412.95	1239.35	43.2498	412.186
FBgn0265630	6016.58	5842.98	27.6199	1241
FBgn0034870	870	696.593	0	0
FBgn0036483	4136.63	3963.02	8.17065	249
FBgn0026869	6298.84	6125.24	32.8086	1545.35
FBgn0051404	981	807.536	0.161036	1
FBgn0050446	2303	2129.39	0.18321	3
FBgn0033020	669.474	496.158	0.262098	1
FBgn0036450	2644	2470.39	42.4807	807
FBgn0085479	1472	1298.39	0.400624	4
FBgn0037045	1081	907.395	7.59563	53
FBgn0030114	2666.58	2492.98	35.1582	673.999
FBgn0046685	2895	2721.39	52.1814	1092
FBgn0031951	1167.76	994.152	32.0964	245.372
FBgn0030310	739.458	566.112	388.901	1693
FBgn0032251	1051.01	877.405	8.74452	59
FBgn0036009	1497	1323.39	0	0
FBgn0039266	1549.38	1375.77	56.9029	602
FBgn0034194	1755.12	1581.51	26.8059	326
FBgn0004554	569.5	396.25	0	0
FBgn0003360	1729.7	1556.1	48.109	575.678
FBgn0030320	3582.18	3408.58	21.2885	558
FBgn0261639	849	675.605	7.45023	38.706
FBgn0030812	4535.33	4361.73	46.5898	1562.66
FBgn0052091	2967	2793.39	1.62937	35
FBgn0039183	3117.24	2943.63	31.4102	711
FBgn0000299	5696.9	5523.3	1253.05	53221
FBgn0004892	2611	2437.39	0	0
FBgn0038602	615	441.73	0	0
FBgn0037260	1785	1611.39	0.565449	7.007
FBgn0052668	2676	2502.39	0.831473	16
FBgn0001250	5715.55	5541.95	0.684019	29.151
FBgn0036795	1548	1374.39	0	0
FBgn0015321	1149.38	975.777	64.9026	487
FBgn0030202	348	174.906	0	0
FBgn0030244	980.299	806.793	1.12972	7.009
FBgn0039501	2472	2298.39	6.90271	122
FBgn0038127	935	761.577	0	0
FBgn0003129	2566	2392.39	0.054506	1.003
FBgn0033100	557.634	384.385	41.6124	123
FBgn0030832	708	534.673	0	0
FBgn0264738	1067	893.395	0	0
FBgn0036302	2246.53	2072.92	62.8592	1002
FBgn0011205	1927.74	1754.14	57.9382	781.529
FBgn0028700	1278.66	1105.05	35.1591	298.77
FBgn0039927	3402.85	3229.24	7.25485	180.155
FBgn0038079	719.667	546.338	0	0
FBgn0040066	1666.61	1493	51.651	593
FBgn0030833	3848.53	3674.92	4.42329	125
FBgn0036656	1325.4	1151.84	1.70472	15.099
FBgn0053531	4554.17	4380.56	0.059372	2
FBgn0033982	2550.17	2376.57	0.500371	9.144
FBgn0085237	380	206.891	0	0
FBgn0052086	1524	1350.39	0	0
FBgn0284247	12278.7	12105.1	0.010742	1
FBgn0039434	1030	856.395	0.151848	1
FBgn0051933	2076	1902.39	0	0
FBgn0038830	670	496.684	18.5919	71.01
FBgn0035294	1682	1508.39	76.1358	883.12
FBgn0040793	417	243.843	524.236	983
FBgn0014179	2042	1868.39	0	0
FBgn0031145	851.073	677.707	265.051	1381.3
FBgn0033234	1996.27	1822.67	0.717689	10.06
FBgn0040343	583.664	410.399	0.316867	1
FBgn0050491	1109.38	935.771	4.19286	30.171
FBgn0034420	3234.75	3061.15	127.402	2999
FBgn0054008	715	541.67	7.71564	32.138
FBgn0037297	1606.67	1433.06	18.4211	203
FBgn0031725	2661.5	2487.89	0	0
FBgn0039307	1248	1074.39	0.121038	1
FBgn0035435	1103	929.395	8.81504	63
FBgn0013810	12202	12028.4	4.1299	382
FBgn0003963	4713.76	4540.15	89.0289	3108.26
FBgn0030494	858	684.596	0	0
FBgn0039055	3473	3299.39	30.7429	780
FBgn0040308	1038.43	864.827	89.7696	597
FBgn0039620	2274	2100.39	0.990611	16
FBgn0015765	1455.92	1282.31	16.5302	163
FBgn0031270	714.467	541.134	3.84502	16
FBgn0029795	1583.11	1409.51	1.47617	16
FBgn0030049	4139.51	3965.9	61.3863	1872.1
FBgn0052702	11349	11175.4	6.40006	550
FBgn0032938	3660.32	3486.72	45.6135	1223
FBgn0037760	4632.14	4458.54	35.5546	1219
FBgn0259832	474	300.799	14.3894	33.284
FBgn0020440	4594.09	4420.49	14.8842	505.956
FBgn0004590	639	465.697	0	0
FBgn0024941	3532.12	3358.52	0.120589	3.115
FBgn0035084	1417.19	1243.58	7.76842	74.289
FBgn0038752	2194	2020.39	0	0
FBgn0051643	2889.28	2715.67	0.047997	1.002
FBgn0030746	3804.38	3630.77	0.787967	22
FBgn0015714	1560.45	1386.85	61.6822	657.815
FBgn0037506	1426	1252.39	0.311504	3
FBgn0266977	516	342.774	0	0
FBgn0035077	1165	991.395	0.135632	1.034
FBgn0053109	1025	851.395	0	0
FBgn0002933	523	349.769	0	0
FBgn0085331	825	651.625	0	0
FBgn0261584	1761.11	1587.5	3.44049	42
FBgn0033362	2036.73	1863.12	5.23485	75
FBgn0030575	1375.48	1201.87	5.73458	53
FBgn0015572	1749	1575.39	1.23819	15
FBgn0013276	2375	2201.39	12.1283	205.311
FBgn0032613	2123	1949.39	19.0121	285
FBgn0036225	1146	972.395	0	0
FBgn0052208	514	340.775	0.01771	0.046
FBgn0017567	819	645.63	157.107	780
FBgn0014388	3426.89	3253.28	570.141	14263.3
FBgn0046763	1934	1760.39	86.8723	1176
FBgn0037061	627	453.71	27.8021	97
FBgn0030941	2416.31	2242.71	58.3903	1007
FBgn0029809	1433	1259.39	0	0
FBgn0053120	2301	2127.39	1.83382	30
FBgn0015614	1219.77	1046.17	88.4477	711.548
FBgn0033498	1268	1094.39	0.118826	1
FBgn0022224	396	222.871	52.5137	90
FBgn0033729	794.5	621.078	0	0
FBgn0260453	2030.45	1856.84	0.140068	2
FBgn0039160	1362	1188.39	66.329	606.15
FBgn0032750	1371	1197.39	9.44857	87
FBgn0262738	7028.16	6854.55	18.099	954
FBgn0033979	1742.76	1569.15	0.662993	8
FBgn0032651	1360	1186.39	0	0
FBgn0050376	941	767.576	0	0
